,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.65,0.53,0.59,0.66,0.57,0.73,0.61
gisgraphy.csv,0.65,0.99,0.55,0.99,0.67,0.76,0.28
haggle.csv,0.7,0.74,0.49,0.93,0.71,0.55,0.78
java-gnome.csv,0.64,0.82,0.71,0.23,0.92,0.57,0.64
magicwars.csv,0.97,0.36,0.98,0.69,0.91,1.0,0.91
orc.csv,0.25,0.96,0.66,0.97,0.6,0.88,0.75
servicestack.csv,0.75,0.82,0.88,1.0,0.75,0.37,0.87
