,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.44,0.5,0.51,0.37,0.52,0.29,0.45
gisgraphy.csv,0.44,0.93,0.68,0.02,0.35,0.82,0.77
haggle.csv,0.31,0.26,0.78,0.07,0.35,0.47,0.23
java-gnome.csv,0.38,0.18,0.49,0.81,0.09,0.47,0.64
magicwars.csv,0.88,0.65,0.99,0.95,1.0,0.94,0.82
orc.csv,0.88,0.56,0.38,0.11,0.61,0.12,0.32
servicestack.csv,0.25,0.18,0.12,0.0,0.26,0.71,0.14
