,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.92,0.6,0.75,0.8,0.8,0.89,0.64,1.0,0.32,0.7,0.85,0.6,0.87,0.93,0.5,0.83,0.48,1.01
arsenal-1.csv,0.85,0.99,0.95,0.93,0.95,1.0,0.96,0.39,0.96,0.91,1.0,0.83,0.92,0.96,0.81,1.0,0.97,1.0
atomsite.csv,0.77,0.43,0.71,0.86,0.74,0.8,0.5,0.81,0.58,0.56,0.72,0.65,0.8,0.88,0.88,0.84,0.53,1.22
barracudamvc.csv,0.6,0.97,1.0,0.38,0.87,0.82,0.98,1.01,1.0,0.98,1.0,0.99,1.0,0.79,0.95,0.98,0.97,0.99
emisview.csv,0.88,1.0,0.82,0.85,0.9,0.92,0.65,0.85,0.45,0.52,0.83,0.54,1.0,0.93,0.54,0.78,0.58,1.01
findbugs.csv,1.01,0.52,0.67,0.86,0.98,0.88,0.72,0.89,0.6,0.74,0.67,0.65,0.93,0.8,0.71,0.5,0.95,0.71
jitterbit.csv,1.0,0.74,0.7,0.87,0.68,0.62,0.57,1.0,0.52,0.71,0.72,0.38,0.82,0.81,0.78,0.63,0.7,1.0
lite.csv,0.58,0.92,0.84,0.75,0.75,0.87,0.69,0.58,0.72,0.79,0.84,0.84,0.77,0.91,0.4,0.84,0.66,1.0
megasquirtavr.csv,1.0,1.0,0.94,0.89,0.47,1.0,0.86,1.0,0.93,1.0,0.96,0.63,0.62,1.0,0.74,0.86,0.86,1.28
ontopia.csv,0.58,1.02,0.65,0.85,0.86,0.85,0.79,0.73,0.78,0.71,0.89,0.79,1.0,0.41,0.84,0.83,0.71,1.2
openintents.csv,0.76,0.91,1.06,0.81,0.8,0.43,0.93,1.0,0.82,1.0,0.82,0.91,0.89,0.67,0.71,0.91,0.44,0.98
rectracker.csv,1.0,1.02,0.25,0.91,0.85,0.97,0.98,0.62,1.0,0.8,1.0,0.99,0.63,1.0,0.82,1.0,1.0,0.77
stajistics.csv,0.77,0.95,0.97,0.59,1.0,0.59,0.96,0.71,0.65,0.92,0.79,0.83,0.75,0.77,0.62,0.83,0.46,1.0
trackit.csv,0.85,0.98,0.8,0.91,0.86,0.74,0.81,1.0,0.7,0.84,0.6,0.78,0.81,0.82,0.76,0.9,0.9,1.0
wxlua.csv,0.78,0.93,0.55,0.77,0.88,0.88,0.92,0.76,0.71,0.85,0.77,0.66,0.63,0.67,0.93,0.66,0.8,0.41
x4x.csv,0.46,1.02,0.8,0.78,0.6,0.91,0.77,0.71,0.86,0.8,0.74,0.73,0.73,0.94,0.76,0.74,0.68,1.3
xharbour.csv,0.93,0.24,0.64,1.0,0.76,0.87,0.6,1.0,0.77,0.77,0.78,0.71,0.68,0.6,0.76,0.83,0.78,1.0
