,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.58,0.56,0.46,0.91,0.73
minig.csv,1.0,0.42,0.72,0.97,0.0
ossbuild.csv,0.21,0.6,0.48,0.78,0.27
rezilla.csv,0.74,0.24,0.35,0.34,0.04
webdriver.csv,0.16,0.78,0.54,0.03,0.51
