,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.48,0.42,0.49,0.13,0.65
minig.csv,0.33,0.37,0.61,0.13,0.0
ossbuild.csv,0.36,0.63,0.45,0.34,0.6
rezilla.csv,0.61,0.41,0.59,0.09,0.67
webdriver.csv,0.25,0.74,0.35,0.2,0.43
