,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.52,0.79,0.61,0.92,0.37
minig.csv,0.97,0.83,0.39,0.91,1.0
ossbuild.csv,0.81,0.5,0.62,0.31,0.74
rezilla.csv,0.35,0.81,0.67,0.83,0.96
webdriver.csv,0.87,0.31,0.75,0.97,0.66
