,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.12,0.53,0.33,0.24,0.55,0.35,0.81,0.4,0.06,0.0,0.11,0.64,0.34,0.76,0.51,0.62,0.4
beast-mcmc.csv,0.5,0.58,0.73,0.69,0.53,0.66,0.68,0.52,0.44,0.6,0.22,0.71,0.47,0.62,0.09,0.58,0.53
bscwweasel.csv,0.04,0.46,0.41,0.72,0.35,0.06,0.5,0.45,0.68,0.23,0.61,0.28,0.51,0.0,0.21,0.35,0.49
codeblocks.csv,0.66,0.54,0.62,0.78,0.43,0.66,0.75,0.64,0.29,0.36,0.32,0.51,0.65,0.51,0.2,0.7,0.62
gamestone.csv,0.04,0.87,0.24,0.38,0.27,0.09,0.3,0.13,0.04,0.2,0.24,0.1,0.17,0.45,0.06,0.36,0.3
iaml.csv,0.23,0.53,0.65,0.18,0.39,0.45,0.59,0.43,0.4,0.6,0.67,0.44,0.59,0.78,0.24,0.44,0.5
jbasic.csv,0.58,0.29,0.65,0.43,0.75,0.11,0.57,0.0,0.48,0.75,0.34,0.57,0.21,0.43,0.47,0.43,0.51
modplug.csv,0.52,0.24,0.47,0.3,0.27,0.62,0.17,0.38,0.0,0.57,0.05,0.13,0.42,0.0,0.05,0.79,0.3
pdfedit.csv,0.64,0.43,0.49,0.18,0.76,0.4,0.37,0.43,0.3,0.48,0.33,0.54,0.18,0.83,0.64,0.58,0.5
redshell.csv,0.32,0.63,0.51,0.49,0.43,0.27,0.31,0.75,0.0,0.57,0.57,0.43,0.46,0.42,0.28,0.16,0.55
sabbu.csv,0.72,0.14,0.77,0.42,0.72,0.53,0.52,0.55,0.42,0.49,0.56,0.72,0.42,0.89,0.63,0.36,0.63
silvertree.csv,0.74,0.62,0.6,0.61,0.59,0.59,0.4,0.54,0.73,0.09,0.59,0.79,0.24,0.66,0.42,0.48,0.3
t-2.csv,0.48,0.39,0.44,0.4,0.44,0.53,0.51,0.39,0.27,0.06,0.57,0.55,0.65,0.0,0.19,0.4,0.26
xinity.csv,0.39,0.14,0.52,0.29,0.52,0.41,0.4,0.59,0.5,0.44,0.58,0.38,0.21,0.43,0.68,0.34,0.74
xreal.csv,0.12,0.29,0.3,0.18,0.32,0.19,0.22,0.27,0.24,0.49,0.3,0.14,0.05,1.0,0.15,0.2,0.32
zabbix.csv,0.63,0.14,0.59,0.23,0.72,0.48,0.41,0.57,0.53,0.71,0.33,0.71,0.18,0.87,0.52,0.48,0.48
zengine.csv,0.68,0.3,0.24,0.13,0.09,0.13,0.13,0.0,0.87,0.0,0.48,0.0,0.05,0.17,0.46,0.0,0.17
