,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.89,0.58,0.9,0.96,0.49,0.58,0.68,0.49,0.5,0.83,0.97,0.4,0.79,0.51,0.42,0.41,0.56
beast-mcmc.csv,0.5,0.48,0.54,0.55,0.37,0.41,0.62,0.47,0.53,0.43,0.65,0.42,0.53,0.42,0.34,0.36,0.31
bscwweasel.csv,0.5,0.53,0.85,0.65,0.61,0.83,0.49,0.74,0.58,0.68,0.48,0.91,0.53,0.98,0.94,0.73,0.36
codeblocks.csv,0.49,0.56,0.64,0.55,0.37,0.43,0.48,0.53,0.87,0.52,0.68,0.43,0.52,0.39,0.37,0.43,0.33
gamestone.csv,0.75,0.53,0.65,0.64,0.7,0.89,0.98,0.96,0.0,0.68,0.54,0.67,0.82,0.89,0.8,0.6,0.62
iaml.csv,0.94,0.52,0.45,0.96,0.67,0.6,0.56,0.59,0.47,0.49,0.56,0.67,0.6,0.69,0.96,0.44,0.3
jbasic.csv,0.46,0.82,0.4,0.57,0.4,0.93,0.62,0.48,0.5,0.51,0.53,0.41,0.46,0.38,0.7,0.49,0.3
modplug.csv,0.44,0.46,0.36,0.46,0.35,0.39,0.36,0.49,0.43,0.45,0.4,0.39,0.43,0.36,0.36,0.43,0.31
pdfedit.csv,0.51,0.89,0.6,0.96,0.48,0.76,0.98,0.62,0.73,0.49,0.66,0.45,0.78,0.55,0.62,0.53,0.5
redshell.csv,0.5,0.68,0.47,0.63,0.65,0.53,0.46,0.57,0.0,0.68,0.56,0.49,0.52,0.73,0.39,0.49,0.5
sabbu.csv,0.43,0.88,0.51,0.72,0.46,0.49,0.98,0.5,0.64,0.49,0.6,0.43,0.61,0.62,0.45,0.64,0.34
silvertree.csv,0.38,0.49,0.4,0.52,0.44,0.44,0.41,0.47,0.38,0.43,0.44,0.52,0.47,0.41,0.4,0.36,0.31
t-2.csv,0.54,0.58,0.61,0.59,0.51,0.44,0.54,0.76,0.51,0.88,0.72,0.4,0.81,0.65,0.56,0.51,0.94
xinity.csv,0.55,0.79,0.4,0.79,0.77,0.66,0.47,0.66,0.63,0.47,0.68,0.79,0.46,0.81,0.71,0.73,0.39
xreal.csv,0.89,0.79,0.66,0.97,0.87,0.96,0.92,0.98,0.62,0.61,0.85,0.88,0.99,0.86,0.94,0.77,0.7
zabbix.csv,0.56,0.83,0.63,0.79,0.46,0.56,0.98,0.46,0.5,0.48,0.58,0.45,0.74,0.58,0.7,0.55,0.34
zengine.csv,0.41,0.45,0.33,0.45,0.36,0.42,0.37,0.45,0.41,0.43,0.44,0.39,0.44,0.36,0.35,0.37,0.28
