,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.43,0.51,0.51,0.89,0.49,0.85,0.4,0.8,0.0
ingex.csv,0.89,0.94,0.59,0.89,0.56,0.64,0.5,0.56,0.62
megasquirtavr.csv,0.68,0.7,0.51,0.93,0.8,0.89,0.68,0.62,0.76
owlapi.csv,0.88,0.94,0.63,0.88,0.44,0.54,0.39,0.86,0.51
piccolo2d.csv,0.86,0.67,0.52,0.75,0.48,0.64,0.69,0.88,0.8
servicestack.csv,0.95,0.0,0.89,0.75,0.62,0.64,0.81,0.8,0.67
tolven.csv,0.51,0.61,0.55,0.88,0.48,0.61,0.41,0.85,0.86
twostep.csv,0.37,0.59,0.35,0.48,0.34,0.46,0.33,0.43,0.47
wxlua.csv,0.33,0.62,0.71,0.55,0.84,0.77,0.45,0.94,0.49
