,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.55,0.41,0.63,0.79,0.77,0.56,0.67,0.45,0.6,0.33,0.44,0.64,0.68,0.61,0.69,0.7
biodwh.csv,0.27,0.2,0.39,0.39,0.54,0.16,0.5,0.3,0.37,0.14,0.6,0.44,0.59,0.44,0.9,0.71
blue-c.csv,0.54,0.57,0.49,0.75,0.63,0.75,0.09,0.62,0.57,0.42,0.0,0.54,0.66,0.6,0.62,0.09
cities3d.csv,0.61,0.24,0.58,0.0,0.69,0.54,0.61,0.46,0.31,0.07,0.58,0.0,0.53,0.63,0.63,0.78
firebird.csv,0.63,0.58,0.68,0.78,0.68,0.55,0.26,0.54,0.68,0.4,0.05,0.33,0.65,0.53,0.0,0.45
jcache.csv,0.74,0.42,0.58,0.75,0.3,0.0,0.49,0.58,0.62,0.43,0.16,0.64,0.47,0.45,0.64,0.94
jparsec.csv,0.31,0.59,0.42,0.21,0.52,0.34,0.55,0.46,0.37,0.5,0.76,0.51,0.43,0.52,0.55,0.74
mscore.csv,0.53,0.61,0.27,0.69,0.71,0.78,0.17,0.7,0.61,0.17,0.05,0.54,0.6,0.56,0.26,0.62
nabu-library.csv,0.12,0.63,0.38,0.2,0.13,0.32,0.41,0.4,0.57,0.86,0.44,0.52,0.55,0.12,0.0,0.33
ns-3-dev-def-routing.csv,0.54,0.46,0.59,0.75,0.73,0.75,0.68,0.47,0.54,0.3,0.33,0.67,0.59,0.47,0.53,0.61
open-ms.csv,0.68,0.64,0.52,0.34,0.63,0.54,0.46,0.57,0.43,0.12,0.26,0.61,0.55,0.57,0.47,0.69
popeye-chess.csv,0.64,0.48,0.54,0.65,0.28,0.6,0.65,0.61,0.38,0.33,0.59,0.52,0.59,0.59,0.29,0.72
qgo.csv,0.87,0.55,0.69,0.69,0.43,0.61,0.62,0.44,0.61,0.69,0.7,0.57,0.47,0.58,0.59,0.85
webdriver.csv,0.7,0.62,0.58,0.81,0.72,0.76,0.74,0.58,0.5,0.37,0.52,0.71,0.61,0.58,0.37,0.67
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.77,0.0,0.0,0.0,0.76
yafdotnet.csv,0.71,0.63,0.63,0.63,0.5,0.74,0.59,0.62,0.72,0.17,0.61,0.59,0.56,0.64,0.68,0.76
