,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.0,1.0,0.16,0.33,0.68,0.35,0.34,0.1,0.39
carabiner.csv,0.03,0.97,0.05,0.35,0.84,0.36,0.16,0.1,0.54
continuum-ide.csv,0.0,0.59,0.0,0.42,0.55,0.59,0.38,0.06,0.0
gtad.csv,0.14,1.0,0.07,0.6,1.0,0.32,0.22,0.13,0.45
htmlunit.csv,0.05,1.0,0.15,0.53,0.88,0.34,0.16,0.11,0.39
jsr308-langtools.csv,0.03,0.82,0.12,0.0,0.93,0.31,0.17,0.08,0.3
kaffeine.csv,0.03,0.98,0.04,0.4,0.6,0.33,0.22,0.07,0.33
stemkit.csv,0.0,0.92,0.18,0.47,0.93,0.8,0.06,0.17,0.25
taokgame.csv,0.05,1.0,0.56,0.35,0.54,0.33,0.13,0.07,0.33
