,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.37,0.53,0.0,0.21,0.72,0.35,0.69,0.88,0.89,0.37,0.88,0.4,0.22,0.77,0.59,0.73,1.0
botsnscouts.csv,0.4,0.34,0.75,0.18,0.22,0.26,0.76,0.44,0.98,0.3,0.62,0.48,0.24,0.79,0.34,0.93,0.77
cities3d.csv,0.41,0.46,0.32,0.18,0.52,0.24,0.5,1.0,1.0,0.22,1.0,0.39,0.0,0.78,0.57,0.51,0.86
dynalloy.csv,0.67,0.31,0.0,0.12,0.44,0.33,0.5,0.65,0.97,0.1,0.63,0.39,0.32,0.78,0.39,0.94,0.9
electric-core.csv,0.45,0.41,0.0,0.13,0.5,0.32,0.65,0.6,0.94,0.21,0.7,0.41,0.33,0.67,0.47,0.94,0.91
findbugs.csv,0.38,0.55,0.23,0.22,0.65,0.28,1.0,0.78,0.96,0.2,0.69,0.38,0.35,0.85,0.59,0.88,0.82
img-browse-sort.csv,0.41,0.22,0.06,0.11,0.5,0.33,0.76,0.49,0.97,0.21,0.7,0.59,0.59,0.69,0.52,0.96,0.8
jparsec.csv,0.35,0.21,0.27,0.09,0.33,0.27,0.59,0.39,0.98,0.22,0.55,0.62,0.32,0.67,0.37,0.85,0.81
moast.csv,0.43,0.13,0.0,0.07,0.26,0.37,0.48,0.36,0.97,0.17,0.67,0.4,0.25,0.6,0.43,1.0,0.73
mptvseries.csv,0.56,0.5,0.0,0.15,0.62,0.35,0.73,0.75,0.9,0.13,0.86,0.44,0.6,0.82,0.54,0.0,0.92
mvnforum.csv,0.44,0.1,0.0,0.0,0.5,0.46,0.47,0.41,0.97,0.15,0.62,0.37,0.19,0.57,0.37,0.99,0.67
nosleepsoftware.csv,0.5,0.38,0.5,0.06,0.2,0.25,0.0,0.13,1.0,0.0,0.0,0.0,0.09,0.54,0.11,0.2,0.33
ogre.csv,0.4,0.19,0.31,0.07,0.24,0.18,0.53,0.29,1.0,0.15,0.46,0.45,0.23,0.68,0.4,0.88,0.71
openfrag.csv,0.36,0.33,0.0,0.12,0.68,0.35,0.59,0.7,0.88,0.2,0.78,0.39,0.34,0.77,0.43,0.92,0.89
qdvdauthor.csv,0.47,0.37,0.0,0.0,0.44,0.34,0.55,0.41,0.95,0.12,0.58,0.42,0.4,0.81,0.44,0.99,0.92
sumatrapdf.csv,0.36,0.27,0.23,0.1,0.44,0.31,0.59,0.71,0.97,0.19,0.54,0.39,0.37,0.68,0.39,0.89,0.87
zxing.csv,0.45,0.5,0.05,0.16,0.56,0.38,0.67,0.79,0.94,0.23,0.68,0.4,0.32,0.8,0.47,0.88,0.9
