,f1,g,recall,precision,pf,wins
autat.csv,0.47,0.44,0.41,0.59,0.25,9
botsnscouts.csv,0.43,0.49,0.51,0.44,0.41,7
cities3d.csv,0.28,0.33,0.29,0.5,0.21,3
dynalloy.csv,0.54,0.66,0.79,0.44,0.52,15
electric-core.csv,0.54,0.61,0.65,0.47,0.48,12
findbugs.csv,0.48,0.5,0.58,0.59,0.34,13
img-browse-sort.csv,0.43,0.53,0.57,0.52,0.36,10
jparsec.csv,0.46,0.37,0.86,0.37,0.84,4
moast.csv,0.47,0.37,0.47,0.4,0.47,5
mptvseries.csv,0.45,0.49,0.45,0.56,0.19,11
mvnforum.csv,0.3,0.29,0.25,0.44,0.3,1
nosleepsoftware.csv,0.07,0.06,0.05,0.2,0.18,0
ogre.csv,0.44,0.43,0.66,0.4,0.78,2
openfrag.csv,0.56,0.66,0.76,0.43,0.5,14
qdvdauthor.csv,0.45,0.46,0.43,0.44,0.37,6
sumatrapdf.csv,0.57,0.44,0.92,0.39,0.85,8
zxing.csv,0.52,0.64,0.75,0.5,0.43,16
