,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.92,0.47,0.62,0.5,1.0,0.92,0.67,0.5,0.6,0.68
chaperon.csv,0.09,0.04,0.18,1.0,0.18,0.15,0.05,0.08,0.06,0.25
geotools.csv,0.28,0.16,0.2,0.25,0.23,0.35,0.95,0.12,0.14,0.3
l2j.csv,0.81,0.65,0.5,0.5,0.46,0.85,0.84,0.57,0.99,0.68
mule.csv,0.97,0.18,0.15,0.0,0.41,0.5,0.34,0.2,0.2,0.57
nunit.csv,0.26,0.86,0.28,0.25,0.8,0.88,0.71,0.2,0.87,0.9
primefaces.csv,0.68,0.65,0.7,0.5,0.29,0.58,0.61,0.98,0.63,0.6
springside.csv,0.62,0.96,0.42,0.5,0.29,0.27,0.45,0.75,0.31,0.55
swtfox.csv,0.68,0.73,0.98,0.25,0.29,0.42,0.52,0.48,0.75,0.42
twostep.csv,0.63,0.65,0.32,0.25,0.39,0.96,0.64,0.08,0.42,0.6
