,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,2.0,9.0,0.0,9.0,0.0,19.0,13.0,0.0,3.0,1.0
chaperon.csv,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
geotools.csv,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
l2j.csv,1.0,0.0,1.0,12.0,0.0,4.0,3.0,3.0,0.0,25.0
mule.csv,0.0,2.0,0.0,51.0,0.0,1.0,0.0,1.0,0.0,3.0
nunit.csv,2.0,0.0,0.0,2.0,0.0,0.0,35.0,3.0,5.0,0.0
primefaces.csv,0.0,0.0,0.0,10.0,1.0,3.0,17.0,0.0,4.0,1.0
springside.csv,1.0,0.0,0.0,4.0,1.0,5.0,3.0,0.0,0.0,8.0
swtfox.csv,0.0,0.0,0.0,26.0,0.0,0.0,35.0,2.0,8.0,0.0
twostep.csv,3.0,40.0,0.0,9.0,0.0,0.0,19.0,1.0,4.0,0.0
