,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.64,0.43,0.3,0.11,1.0,0.35,0.33,0.59,0.79,0.22
chaperon.csv,0.62,0.4,0.33,1.0,0.91,0.67,0.15,0.43,0.85,0.4
geotools.csv,0.73,0.38,0.27,0.14,1.0,0.75,1.0,0.71,0.84,0.26
l2j.csv,0.63,0.52,0.29,0.06,0.93,0.5,0.37,0.64,1.0,0.26
mule.csv,1.0,0.75,0.22,0.0,1.0,0.62,0.36,0.57,0.93,0.4
nunit.csv,0.69,0.32,0.28,0.1,0.92,0.37,0.26,0.5,0.7,1.0
primefaces.csv,0.6,0.39,0.53,0.06,0.84,0.62,0.32,0.98,0.78,0.3
springside.csv,0.68,0.96,0.42,0.1,0.89,0.44,0.36,0.64,0.68,0.27
swtfox.csv,0.6,0.32,1.0,0.03,0.84,0.37,0.23,0.66,0.69,0.19
twostep.csv,0.65,0.34,0.27,0.05,1.0,1.0,0.36,0.38,0.75,0.33
