,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.37,0.96,0.34,0.45
n2cms.csv,0.99,0.44,0.24,0.29
nassp.csv,0.26,0.5,0.26,0.92
nug.csv,0.42,0.07,0.94,0.32
