,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.27,0.93,0.29,0.42
n2cms.csv,0.98,0.5,0.24,0.33
nassp.csv,0.19,0.5,0.18,0.92
nug.csv,0.44,0.07,0.94,0.42
