,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.76,0.63,1.0,1.0,0.71,0.73,0.63,0.78,0.65,0.69,0.6,0.47,0.71,1.0,0.05,1.0,0.65,0.8,0.76,0.49
checker-framework.csv,0.75,0.81,0.93,0.91,0.91,0.99,0.8,0.0,0.96,1.04,0.9,0.68,0.96,0.66,0.81,0.88,0.95,0.86,1.0,0.88
customsagetv.csv,0.7,0.9,1.0,1.0,1.0,1.0,0.87,0.81,0.88,0.95,0.97,0.8,0.02,0.99,1.01,1.0,0.88,0.85,0.88,0.94
elvishrayrenderer.csv,0.59,0.64,1.0,0.89,0.78,0.73,0.59,0.62,0.71,0.68,0.79,0.58,0.84,0.85,0.82,0.74,0.68,0.84,0.6,0.0
guineu.csv,0.0,0.82,0.9,0.48,0.7,1.0,0.56,0.76,0.93,0.94,0.95,0.69,0.59,0.78,0.95,0.69,0.93,0.97,0.95,0.91
inkscape.csv,0.89,0.85,0.98,1.0,0.91,0.04,0.83,0.93,0.81,0.88,0.65,0.91,0.99,1.0,0.96,0.97,0.82,0.88,0.62,0.81
mesa3d.csv,1.01,0.96,0.74,1.0,0.95,0.93,1.02,0.87,0.7,0.81,0.95,0.91,1.0,0.82,0.95,0.16,0.74,0.86,0.71,0.77
nsis.csv,0.87,1.0,1.0,0.94,0.98,0.97,0.65,0.75,0.98,0.0,1.0,0.71,0.89,0.94,0.79,0.9,0.97,0.88,0.96,0.74
octave.csv,0.55,0.83,0.67,0.68,0.14,0.85,0.92,0.92,0.89,0.88,0.82,0.85,0.58,0.84,0.88,0.65,0.88,0.78,0.98,0.6
oorexx.csv,0.72,0.9,0.86,0.93,0.52,0.67,0.69,0.63,0.64,0.76,0.67,0.82,0.81,0.56,0.82,0.63,0.71,0.83,0.06,0.55
owfs.csv,0.6,0.95,0.93,0.09,0.87,0.92,0.72,0.42,0.74,0.99,0.88,0.65,0.99,0.72,0.86,0.79,0.75,0.93,0.75,0.85
owlib.csv,0.44,0.01,1.0,0.98,0.98,0.79,0.79,0.84,0.77,0.74,1.1,0.52,0.77,0.9,0.52,0.8,0.73,0.68,0.87,0.71
prelude.csv,0.85,0.85,0.02,0.88,1.0,0.91,0.97,0.8,0.84,1.03,0.75,0.85,0.95,0.79,0.85,0.81,0.85,0.68,0.85,0.89
robocode.csv,0.47,0.76,0.64,0.74,0.67,0.86,0.0,0.75,0.7,0.93,0.82,0.66,0.58,0.72,0.8,0.81,0.7,0.77,0.89,0.7
tencompetence.csv,0.88,0.79,0.8,1.03,0.88,0.66,0.92,0.7,0.75,0.85,0.4,0.77,0.77,0.8,0.87,0.74,0.73,0.01,0.82,0.81
trinitycore.csv,0.79,0.92,0.92,0.65,0.9,0.78,0.78,1.0,0.16,0.86,0.83,0.91,0.56,0.87,0.88,0.65,0.11,0.75,0.55,0.63
uwom-server.csv,0.74,0.91,0.98,0.91,0.93,0.83,0.72,0.8,0.04,1.02,0.93,0.82,0.48,0.98,0.87,0.8,0.16,0.7,0.7,0.68
xfce.csv,0.72,0.64,0.37,0.6,0.67,0.83,0.6,0.39,0.59,0.82,0.48,0.73,1.09,0.03,0.77,0.6,0.6,0.82,0.69,0.59
zengine.csv,0.96,0.95,0.45,0.73,0.54,0.81,0.63,0.46,0.63,0.79,0.09,0.75,0.87,0.52,0.7,0.59,0.64,0.8,0.9,0.9
zildo.csv,0.62,0.77,0.67,0.59,0.96,0.77,0.87,1.0,0.72,0.94,0.87,0.02,0.95,0.68,0.73,0.68,0.73,0.87,0.92,0.7
