,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.56,0.47,0.65,1.0,0.8,0.74,0.92,0.75,1.0,0.68,0.62,0.67,0.69,0.65,0.31,0.39,0.84,0.49,0.34
boost.csv,0.47,0.54,0.59,0.4,0.74,0.79,0.44,0.46,0.53,0.67,0.67,0.64,0.6,0.62,0.43,0.93,0.52,0.7,0.56
codepurge.csv,0.56,0.59,0.64,0.62,0.51,0.65,0.61,0.65,0.44,0.52,0.94,0.66,0.41,0.58,0.53,0.81,0.76,0.99,0.79
elateportal.csv,0.97,0.65,0.7,0.64,0.83,0.53,0.79,0.7,0.69,0.72,0.88,0.9,0.84,0.66,1.07,0.05,0.9,0.45,0.62
etics.csv,0.4,0.66,0.58,0.43,0.85,0.76,0.44,0.64,0.51,0.39,0.51,0.75,0.69,0.65,0.31,0.95,0.47,0.4,0.42
factor.csv,0.97,0.99,0.86,0.6,0.9,0.76,0.69,0.81,0.92,0.94,0.98,0.88,1.0,0.96,1.01,0.77,0.43,0.19,0.86
gusanos.csv,0.45,0.57,0.63,0.65,0.57,0.62,0.59,0.85,0.26,0.84,0.7,0.62,0.61,0.57,0.62,0.61,1.0,0.53,0.68
kvs.csv,0.59,0.67,0.91,0.91,0.32,0.91,0.96,0.68,0.87,0.67,0.69,0.56,0.96,0.79,1.01,0.92,1.01,1.11,0.88
lcfizvtop.csv,0.54,0.73,0.62,0.97,0.6,0.28,0.56,0.93,0.97,0.82,0.62,0.64,0.98,0.6,1.05,0.2,0.81,0.98,0.9
mcore3d.csv,0.92,0.66,0.5,0.56,0.77,0.68,0.82,0.87,0.64,0.66,0.6,0.47,0.59,0.57,0.38,0.97,0.56,0.96,0.57
modellus.csv,0.55,0.67,0.57,0.56,0.9,0.86,0.31,0.58,0.54,0.74,0.6,0.65,0.74,0.58,0.3,0.95,0.4,0.9,0.47
modplug.csv,0.95,0.8,0.91,0.8,0.76,0.75,0.72,0.71,0.81,0.91,0.33,0.9,0.86,0.84,0.63,0.67,0.45,0.51,0.87
passwordsafe.csv,0.98,0.53,0.74,0.52,0.84,0.8,0.44,0.58,0.73,0.51,0.34,0.68,0.62,0.41,0.38,0.97,0.43,0.49,0.33
pixel-commandos.csv,0.68,0.7,0.7,0.77,1.01,1.01,0.99,0.71,0.99,0.46,0.79,0.81,0.86,0.66,0.08,1.0,0.94,0.98,0.8
projecteqemu.csv,0.47,0.63,0.57,0.48,0.9,0.82,0.65,0.77,0.62,0.38,0.59,0.85,0.81,0.49,0.75,1.0,0.64,0.88,0.44
pydev.csv,0.49,0.56,0.6,0.58,0.74,0.59,0.76,0.78,0.74,0.72,0.43,0.42,0.69,0.54,0.45,0.97,0.53,0.69,0.44
sandiaportals.csv,0.87,0.65,0.68,0.59,0.91,0.75,0.61,0.61,0.73,0.44,0.46,0.8,0.72,0.42,0.46,1.0,0.32,0.28,0.48
uwom.csv,0.4,0.62,0.57,0.63,0.95,0.68,0.47,0.55,0.84,0.89,0.53,0.63,1.0,0.44,0.25,0.95,1.0,0.61,0.3
xbplayer.csv,0.63,0.58,0.65,0.35,0.8,0.86,0.55,0.54,0.5,0.56,0.75,0.62,0.63,0.66,0.37,0.74,0.49,0.88,0.53
