,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.89,0.0,0.21,0.78,0.59,0.71,0.15,0.85,0.69,0.22,0.55,0.54,0.89,0.52
continuum-ide.csv,0.1,0.82,0.08,0.13,0.08,0.06,0.2,0.21,0.0,0.02,0.18,0.34,0.21,0.2
free-evolution.csv,0.28,0.18,0.35,0.62,0.75,0.2,0.6,0.77,0.03,0.45,0.36,0.32,0.42,0.72
gtad.csv,0.15,0.0,0.18,0.17,0.34,0.06,0.0,0.33,0.0,0.12,0.13,0.3,0.16,0.2
jaxen.csv,0.85,1.0,0.54,0.41,0.9,0.11,0.8,0.85,0.14,0.8,0.62,0.65,0.89,0.76
jruby.csv,0.18,0.0,0.16,0.7,0.26,0.04,0.2,0.21,0.0,0.14,0.12,0.42,0.53,0.48
jsr308-langtools.csv,0.68,0.73,0.82,0.72,1.0,0.93,0.1,0.9,0.75,1.0,0.79,0.36,0.79,0.24
kaffeine.csv,0.94,0.09,0.42,0.44,0.51,0.52,1.0,0.82,0.99,0.27,0.59,0.56,0.47,0.64
oorexx.csv,0.17,0.0,0.45,0.23,0.28,0.06,0.3,0.05,0.14,0.08,0.46,0.22,0.11,0.32
qedo.csv,0.28,1.0,0.22,0.26,0.15,0.24,0.5,0.49,0.55,0.22,0.7,0.25,0.11,0.56
sarasvati.csv,0.3,0.0,0.27,0.34,0.28,0.96,0.25,0.41,0.86,0.33,0.13,0.46,0.42,0.08
taokgame.csv,0.31,0.0,0.19,0.1,0.25,0.22,0.25,0.18,0.3,0.25,0.04,0.28,0.05,0.04
zabbix.csv,0.66,0.0,0.5,0.44,0.43,0.29,0.15,0.1,0.21,0.63,0.4,0.6,0.53,0.4
