,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.06,0.82,0.2,0.13,0.05,0.12,0.68,0.51,0.47,0.71,0.4,0.17,0.89,0.69
continuum-ide.csv,0.0,0.29,0.22,0.0,0.29,0.18,0.42,0.65,0.0,0.0,0.27,0.07,0.33,0.14
free-evolution.csv,0.17,0.68,0.19,0.23,0.04,0.32,0.78,0.43,0.4,0.59,0.42,0.12,0.63,0.79
gtad.csv,0.27,0.25,0.22,0.08,0.09,0.33,0.54,0.33,0.29,0.3,0.29,0.02,0.43,0.33
jaxen.csv,0.06,0.85,0.12,0.34,0.0,0.53,0.7,0.39,0.56,0.41,0.35,0.16,0.9,0.69
jruby.csv,0.12,0.19,0.1,0.0,0.0,0.4,0.69,0.33,0.0,0.47,0.16,0.05,0.76,0.34
jsr308-langtools.csv,0.08,0.86,0.12,0.21,0.03,0.12,0.93,0.49,0.41,0.46,0.42,0.12,0.88,0.47
kaffeine.csv,0.06,0.9,0.19,0.04,0.06,0.15,0.75,0.52,0.57,0.4,0.39,0.09,0.52,0.7
oorexx.csv,0.13,0.64,0.18,0.39,0.0,0.0,0.78,0.1,0.61,0.07,0.38,0.2,0.21,0.74
qedo.csv,0.0,0.57,0.04,0.0,0.18,0.08,0.26,0.43,0.37,0.22,0.3,0.36,0.1,0.55
sarasvati.csv,0.08,0.22,0.26,0.05,0.11,0.09,0.63,0.47,0.38,0.5,0.29,0.07,0.4,0.19
taokgame.csv,0.08,0.12,0.05,0.71,0.0,0.08,0.33,0.22,0.48,0.29,0.28,0.0,0.1,0.43
zabbix.csv,0.08,0.66,0.14,0.16,0.0,0.13,0.75,0.17,0.53,0.17,0.35,0.02,0.61,0.56
