,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.38,0.74,0.49,0.4,0.78,0.59,0.61,0.47,0.52,0.81,0.63,0.59,0.37,0.65
continuum-ide.csv,0.0,0.2,0.31,0.0,0.98,0.24,0.34,0.72,0.0,0.0,0.28,0.21,0.25,0.1
free-evolution.csv,0.93,0.57,0.64,0.66,0.62,0.8,0.72,0.52,0.3,0.77,0.59,0.31,0.51,0.65
gtad.csv,0.97,0.17,0.49,0.12,0.91,0.45,0.42,0.39,0.2,0.27,0.28,0.06,0.32,0.26
jaxen.csv,0.47,0.0,0.53,0.81,0.0,0.98,0.51,0.41,0.53,0.48,0.56,0.57,0.37,0.55
jruby.csv,0.54,0.12,0.21,0.0,0.0,0.45,0.63,0.33,0.0,0.46,0.15,0.17,0.61,0.31
jsr308-langtools.csv,0.7,0.61,0.48,0.58,0.0,0.27,0.92,0.36,0.44,0.0,0.55,0.36,0.53,0.4
kaffeine.csv,0.24,0.85,0.69,0.12,0.83,0.71,0.0,0.52,0.05,0.45,0.61,0.34,0.39,0.63
oorexx.csv,0.54,0.53,0.69,0.71,0.0,0.0,0.75,0.07,0.58,0.06,0.57,0.4,0.15,0.71
qedo.csv,0.0,0.0,0.11,0.0,0.97,0.23,0.23,0.57,0.43,0.21,0.49,0.8,0.07,0.51
sarasvati.csv,0.53,0.15,0.73,0.12,0.93,0.17,0.56,0.59,0.34,0.6,0.28,0.26,0.3,0.13
taokgame.csv,0.53,0.07,0.11,0.98,0.0,0.23,0.27,0.21,0.49,0.31,0.21,0.0,0.07,0.33
zabbix.csv,0.72,0.55,0.61,0.42,0.0,0.44,0.7,0.15,0.52,0.25,0.5,0.11,0.48,0.52
