,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.35,0.38,0.67,0.41,0.41,0.37,0.5,0.28,0.36,0.48,0.44,0.32,0.45,0.38
continuum-ide.csv,0.86,0.95,0.94,0.91,0.83,0.83,0.77,0.45,0.0,0.0,0.96,0.51,0.6,0.88
free-evolution.csv,0.64,0.43,0.46,0.41,0.43,0.6,0.36,0.28,0.95,0.43,0.58,0.49,0.43,0.4
gtad.csv,0.77,0.86,0.62,0.73,0.5,0.86,0.55,0.47,0.91,0.73,0.68,0.48,0.58,0.62
jaxen.csv,0.4,0.44,0.61,0.7,0.4,0.79,0.46,0.38,0.84,0.49,0.66,0.67,0.47,0.44
jruby.csv,0.93,0.8,0.79,0.42,0.62,0.8,0.36,0.77,0.0,0.62,0.94,0.36,0.53,0.73
jsr308-langtools.csv,0.36,0.37,0.41,0.39,0.37,0.42,0.37,0.29,0.33,0.4,0.45,0.49,0.45,0.58
kaffeine.csv,0.35,0.36,0.44,0.41,0.41,0.36,0.42,0.27,0.36,0.57,0.43,0.32,0.43,0.34
oorexx.csv,0.85,0.43,0.56,0.85,0.76,0.8,0.48,0.67,0.65,0.8,0.5,0.75,0.94,0.44
qedo.csv,0.95,0.69,0.97,0.9,0.9,0.86,0.88,0.59,0.59,0.93,0.64,0.74,0.89,0.64
sarasvati.csv,0.55,0.83,0.69,0.62,0.67,0.41,0.52,0.42,0.39,0.57,0.86,0.38,0.67,0.83
taokgame.csv,0.7,0.67,0.97,0.94,0.93,0.95,0.92,0.9,0.64,0.95,0.9,0.98,0.88,0.73
zabbix.csv,0.39,0.46,0.64,0.68,0.62,0.77,0.43,0.83,0.67,0.7,0.47,0.55,0.6,0.54
