,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,1.0,0.69,0.45,0.5,1.0,0.8,0.57,1.0,0.63,0.82,0.7,0.64,0.91,0.72
continuum-ide.csv,0.0,0.2,0.27,0.0,1.0,0.2,0.3,0.71,0.0,0.0,0.24,0.18,0.21,0.08
free-evolution.csv,1.0,0.53,0.64,0.8,1.0,0.8,0.9,0.76,0.26,0.86,0.58,0.27,0.49,0.97
gtad.csv,1.0,0.14,0.45,0.1,1.0,0.4,0.37,0.35,0.17,0.23,0.24,0.05,0.28,0.22
jaxen.csv,1.0,0.9,0.55,0.9,0.0,1.0,0.83,0.71,0.48,0.73,0.64,0.68,0.93,0.81
jruby.csv,0.5,0.1,0.18,0.0,0.0,0.4,0.6,0.29,0.0,0.41,0.12,0.14,0.66,0.28
jsr308-langtools.csv,1.0,0.88,0.82,0.8,1.0,1.0,0.93,1.0,0.55,1.0,0.94,0.32,0.87,0.36
kaffeine.csv,1.0,0.84,0.73,0.1,1.0,0.8,1.0,1.0,0.98,0.41,0.7,0.32,0.37,0.78
oorexx.csv,0.5,0.47,0.73,0.7,0.0,0.0,0.77,0.06,0.54,0.05,0.58,0.36,0.12,0.72
qedo.csv,0.0,0.49,0.09,0.0,1.0,0.2,0.2,0.59,0.42,0.18,0.58,0.82,0.06,0.53
sarasvati.csv,0.5,0.12,0.73,0.1,1.0,0.8,0.53,0.59,0.54,0.59,0.24,0.23,0.27,0.11
taokgame.csv,0.5,0.06,0.09,1.0,0.0,0.2,0.23,0.18,0.46,0.27,0.18,0.0,0.06,0.28
zabbix.csv,1.0,0.49,0.64,0.4,0.0,0.4,0.67,0.12,0.48,0.23,0.48,0.09,0.48,0.5
