,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.33,0.25,0.38,0.67,0.25,0.51,0.83
emulemorph.csv,0.38,0.25,0.38,0.42,0.0,0.13,0.67
htmlunit.csv,0.92,0.25,0.56,0.92,0.22,0.56,0.67
jvcl.csv,0.05,0.5,0.56,0.62,0.06,0.18,0.5
m-m-m.csv,0.38,0.5,0.69,0.83,0.76,0.7,0.83
nh3d.csv,0.56,1.0,0.0,1.0,1.0,0.3,0.0
wgs-assembler.csv,0.51,0.75,0.81,0.58,0.04,0.44,0.5
