,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.37,0.1,0.63,0.55,0.3,0.5
exl.csv,0.36,0.38,0.43,0.67,0.15,0.85
opennms.csv,0.54,0.18,0.33,0.31,0.14,0.44
phet.csv,0.43,0.5,0.16,0.66,0.0,0.16
runuomondains.csv,0.27,0.17,0.61,0.22,0.48,0.8
