,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.58,0.51,0.69,0.49,0.55
empyrean.csv,0.51,0.51,0.44,0.4,0.37
mplayer-ce.csv,0.49,0.49,0.52,0.49,0.59
nutz.csv,0.64,0.95,0.68,0.61,0.38
yafdotnet.csv,0.57,0.38,0.42,0.53,0.48
