,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.5,0.95,0.51,0.54,0.49
empyrean.csv,0.99,0.57,0.61,0.62,0.05
mplayer-ce.csv,0.37,0.38,0.54,0.53,0.97
nutz.csv,0.47,0.27,0.99,0.45,0.05
yafdotnet.csv,0.42,0.54,0.62,0.95,0.57
