,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.56,0.97,0.51,0.51,0.48
empyrean.csv,0.99,0.59,0.42,0.57,0.62
mplayer-ce.csv,0.64,0.54,0.37,0.49,0.98
nutz.csv,0.53,0.33,0.99,0.45,0.62
yafdotnet.csv,0.49,0.53,0.43,0.96,0.55
