,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.48,0.94,0.46,0.68,0.47
empyrean.csv,1.0,0.77,0.77,0.77,1.0
mplayer-ce.csv,0.7,0.73,0.68,0.61,0.97
nutz.csv,0.45,0.23,0.99,0.41,0.98
yafdotnet.csv,0.38,0.52,0.77,0.94,0.67
