,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.39,0.0,0.12,0.71,0.38
empyrean.csv,0.03,0.72,0.66,0.65,0.99
mplayer-ce.csv,0.87,0.87,0.7,0.65,0.01
nutz.csv,0.42,0.15,0.0,0.31,0.99
yafdotnet.csv,0.29,0.38,0.65,0.01,0.64
