,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.69,1.0,0.57,0.41,0.5
empyrean.csv,0.99,0.48,0.29,0.46,0.45
mplayer-ce.csv,0.59,0.42,0.25,0.4,0.99
nutz.csv,0.66,0.57,0.99,0.49,0.45
yafdotnet.csv,0.7,0.54,0.3,0.99,0.46
