,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.42,0.42,0.33,0.29,0.09,0.25,0.0,0.37,0.38,0.18,0.41,0.26,0.39,0.25,0.25,0.35,0.3,0.49
aztec.csv,0.09,0.66,0.61,0.64,0.0,0.12,0.66,0.15,0.36,0.16,0.06,0.6,0.5,0.67,0.09,0.51,0.4,0.46
bibedt.csv,0.18,0.27,0.31,0.03,0.05,0.08,0.21,0.0,0.05,0.02,0.18,0.17,0.09,0.1,0.08,0.17,0.05,0.06
esmf.csv,0.01,0.98,0.74,0.76,0.32,0.79,0.81,0.51,0.78,0.38,0.65,0.86,0.75,0.94,0.65,0.79,0.77,0.75
irrlicht.csv,0.86,0.39,0.33,0.14,0.85,0.62,0.25,0.68,0.36,0.98,0.0,0.15,0.3,0.49,0.74,0.28,0.42,0.43
jstock.csv,0.03,0.08,0.15,0.05,0.04,0.0,0.13,0.0,0.14,0.02,0.14,0.07,0.14,0.06,0.01,0.11,0.0,0.02
kowari.csv,0.05,0.0,0.0,0.02,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.0,0.07,0.04
lportal.csv,0.45,0.29,0.01,0.0,0.29,0.29,0.21,0.46,0.01,0.31,0.35,0.26,0.11,0.02,0.2,0.0,0.4,0.47
modellus.csv,0.32,0.27,0.4,0.24,0.14,0.46,0.34,0.34,0.37,0.73,0.43,0.0,0.41,0.18,0.33,0.36,0.28,0.44
open-data-kit.csv,0.45,0.58,0.65,0.44,0.19,0.42,0.59,0.29,0.4,0.27,0.49,0.55,0.0,0.35,0.26,0.55,0.4,0.34
pentahoanalysistool.csv,0.22,0.0,0.3,0.18,0.05,0.5,0.12,0.07,0.17,0.24,0.08,0.2,0.3,0.16,0.04,0.28,0.09,0.22
phet.csv,0.32,0.75,0.0,0.23,0.93,0.58,0.53,0.66,0.06,0.76,0.22,0.71,0.84,0.43,0.68,0.01,0.74,0.56
qtractor.csv,0.28,0.12,0.24,0.11,0.11,0.0,0.16,0.15,0.4,0.05,0.39,0.09,0.16,0.14,0.06,0.27,0.07,0.09
roller.csv,0.36,0.29,0.43,0.26,0.58,0.38,0.39,0.32,0.59,0.33,0.59,0.35,0.32,0.0,0.77,0.41,0.37,0.26
sumatrapdf.csv,0.44,0.75,0.65,0.41,0.52,0.71,0.76,0.76,0.55,0.0,0.57,0.71,0.57,0.75,0.45,0.62,0.53,0.84
synergyspace.csv,0.17,0.31,0.23,0.09,0.06,0.04,0.57,0.22,0.04,0.15,0.06,0.05,0.25,0.33,0.03,0.1,0.05,0.0
ultimairis.csv,0.76,0.8,0.74,0.83,0.2,0.67,0.65,0.51,0.71,0.38,0.84,0.73,0.52,0.82,0.0,0.78,0.6,0.78
voms.csv,0.05,0.08,0.06,0.02,0.0,0.0,0.02,0.02,0.06,0.15,0.18,0.15,0.02,0.08,0.43,0.07,0.05,0.04
