,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.3,0.45,0.18,0.25,0.21,0.58,0.92,0.33,0.24,0.51,0.62,0.54,0.46,0.59,0.22,0.12,0.32,0.3
aztec.csv,0.13,0.45,0.32,0.15,0.98,0.49,0.27,0.0,0.06,0.14,0.15,0.48,0.6,0.59,0.35,0.05,0.33,0.22
bibedt.csv,0.28,0.54,0.12,0.17,0.18,0.38,0.39,0.95,0.17,0.32,0.32,0.65,0.49,0.57,0.33,0.18,0.12,0.17
esmf.csv,0.95,0.45,0.38,0.21,0.25,0.68,0.45,0.23,0.14,0.3,0.8,0.55,0.74,0.73,0.51,0.07,0.33,0.23
irrlicht.csv,0.34,0.44,0.2,0.11,0.14,0.54,0.29,0.42,0.11,0.52,1.0,0.44,0.58,0.5,0.52,0.11,0.45,0.3
jstock.csv,0.15,0.22,0.15,0.15,0.15,0.4,0.2,0.46,0.2,0.06,0.2,0.25,0.14,0.47,0.08,0.13,1.0,0.13
kowari.csv,0.05,0.0,0.0,0.18,0.04,0.07,0.05,0.13,0.73,0.0,0.03,0.0,0.0,0.03,0.15,0.04,0.12,0.06
lportal.csv,0.3,0.13,0.0,0.0,0.02,0.33,0.06,0.07,0.0,0.34,0.41,0.15,0.09,0.03,0.28,0.93,0.12,0.34
modellus.csv,0.34,0.49,0.18,0.21,0.22,0.53,0.35,0.34,0.11,0.58,0.58,0.99,0.5,0.63,0.36,0.13,0.44,0.29
open-data-kit.csv,0.3,0.53,0.28,0.23,0.26,0.62,0.5,0.53,0.19,0.49,0.71,0.65,0.98,0.63,0.39,0.11,0.42,0.24
pentahoanalysistool.csv,0.23,0.98,0.11,0.09,0.1,0.4,0.37,0.14,0.1,0.48,0.26,0.56,0.38,0.46,0.15,0.12,0.21,0.12
phet.csv,0.08,0.2,0.97,0.08,0.13,0.35,0.27,0.2,0.0,0.13,0.3,0.36,0.6,0.5,0.26,0.01,0.33,0.24
qtractor.csv,0.47,0.38,0.15,0.32,0.22,0.96,0.42,0.55,0.19,0.45,0.68,0.47,0.32,0.56,0.37,0.14,0.32,0.21
roller.csv,0.34,0.48,0.26,0.21,0.12,0.68,0.38,0.41,0.17,0.47,0.67,0.68,0.5,1.0,0.4,0.12,0.39,0.21
sumatrapdf.csv,0.3,0.47,0.21,0.29,0.23,0.62,0.44,0.29,0.21,0.95,0.78,0.71,0.71,0.72,0.52,0.1,0.33,0.36
synergyspace.csv,0.2,0.47,0.12,0.12,0.05,0.19,0.31,0.19,0.0,0.3,0.14,0.25,0.31,0.62,0.08,0.11,0.0,0.94
ultimairis.csv,0.31,0.39,0.4,0.17,0.2,0.71,0.39,0.23,0.12,0.54,0.78,0.47,0.55,0.63,0.97,0.05,0.19,0.32
voms.csv,0.1,0.17,0.02,0.89,0.08,0.0,0.21,0.17,0.15,0.14,0.36,0.38,0.17,0.4,0.23,0.11,0.0,0.06
