,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.47,0.56,0.23,0.48,0.29,0.54,0.88,0.52,0.69,0.49,0.52,0.51,0.4,0.53,0.22,0.59,0.42,0.5
aztec.csv,0.11,0.58,0.52,0.42,0.97,0.41,0.4,0.0,0.17,0.12,0.1,0.48,0.54,0.52,0.3,0.34,0.48,0.38
bibedt.csv,0.31,0.61,0.16,0.13,0.2,0.29,0.42,0.92,0.17,0.23,0.24,0.61,0.39,0.48,0.27,0.55,0.1,0.15
esmf.csv,0.95,0.09,0.56,0.54,0.7,0.53,0.52,0.42,0.49,0.32,0.63,0.39,0.57,0.24,0.65,0.49,0.49,0.42
irrlicht.csv,0.43,0.54,0.26,0.13,0.45,0.52,0.32,0.7,0.33,0.09,1.0,0.38,0.5,0.45,0.62,0.48,0.66,0.48
jstock.csv,0.11,0.18,0.14,0.13,0.15,0.29,0.18,0.35,0.33,0.04,0.14,0.18,0.1,0.37,0.05,0.3,1.0,0.1
kowari.csv,0.04,0.0,0.0,0.13,0.1,0.05,0.02,0.12,0.62,0.0,0.02,0.0,0.0,0.01,0.11,0.02,0.1,0.05
lportal.csv,0.49,0.13,0.0,0.0,0.05,0.29,0.06,0.12,0.0,0.36,0.33,0.12,0.06,0.01,0.27,0.9,0.18,0.57
modellus.csv,0.48,0.55,0.26,0.37,0.38,0.51,0.43,0.53,0.33,0.63,0.48,0.99,0.44,0.56,0.42,0.66,0.57,0.48
open-data-kit.csv,0.49,0.68,0.45,0.56,0.54,0.6,0.7,0.78,0.58,0.52,0.59,0.66,0.97,0.58,0.42,0.71,0.62,0.35
pentahoanalysistool.csv,0.28,0.97,0.14,0.13,0.1,0.38,0.35,0.12,0.17,0.49,0.18,0.51,0.32,0.38,0.11,0.52,0.18,0.14
phet.csv,0.11,0.29,0.95,0.13,0.27,0.34,0.4,0.39,0.0,0.17,0.21,0.35,0.4,0.45,0.37,0.01,0.52,0.42
qtractor.csv,0.65,0.35,0.17,0.38,0.34,0.94,0.43,0.64,0.58,0.37,0.58,0.39,0.25,0.48,0.3,0.57,0.27,0.18
roller.csv,0.51,0.55,0.39,0.37,0.51,0.67,0.5,0.61,0.62,0.51,0.54,0.69,0.43,1.0,0.49,0.64,0.56,0.27
sumatrapdf.csv,0.49,0.56,0.36,0.65,0.8,0.55,0.56,0.51,0.73,0.92,0.65,0.65,0.65,0.57,0.66,0.64,0.52,0.47
synergyspace.csv,0.21,0.55,0.14,0.13,0.05,0.13,0.45,0.23,0.0,0.27,0.1,0.18,0.25,0.57,0.05,0.23,0.0,0.9
ultimairis.csv,0.52,0.46,0.58,0.42,0.42,0.65,0.55,0.42,0.48,0.61,0.44,0.44,0.5,0.45,0.95,0.41,0.32,0.51
voms.csv,0.07,0.13,0.01,0.91,0.05,0.0,0.15,0.12,0.17,0.12,0.27,0.31,0.11,0.31,0.29,0.19,0.0,0.05
