,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,15.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,21.0,3.0,0.0
aztec.csv,9.0,2.0,4.0,11.0,0.0,1.0,14.0,50.0,10.0,5.0,0.0,8.0,4.0,0.0,0.0,135.0,4.0,1.0
bibedt.csv,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0,3.0
esmf.csv,0.0,2.0,5.0,9.0,15.0,3.0,7.0,14.0,8.0,1.0,0.0,2.0,4.0,0.0,1.0,152.0,4.0,1.0
irrlicht.csv,17.0,4.0,11.0,8.0,31.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,46.0,1.0,5.0
jstock.csv,1.0,4.0,3.0,2.0,3.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,0.0,1.0
kowari.csv,4.0,85.0,289.0,1.0,3.0,0.0,0.0,2.0,0.0,85.0,0.0,171.0,119.0,1.0,1.0,9.0,3.0,1.0
lportal.csv,22.0,1.0,289.0,74.0,42.0,3.0,9.0,8.0,84.0,3.0,0.0,7.0,3.0,1.0,1.0,0.0,8.0,1.0
modellus.csv,8.0,3.0,2.0,10.0,21.0,2.0,2.0,2.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,46.0,3.0,2.0
open-data-kit.csv,9.0,3.0,1.0,8.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,42.0,0.0,2.0
pentahoanalysistool.csv,6.0,0.0,1.0,11.0,2.0,3.0,2.0,3.0,11.0,2.0,0.0,2.0,2.0,2.0,0.0,77.0,2.0,19.0
phet.csv,30.0,2.0,0.0,8.0,47.0,3.0,7.0,2.0,84.0,3.0,1.0,2.0,4.0,0.0,1.0,42.0,3.0,1.0
qtractor.csv,2.0,0.0,7.0,2.0,8.0,0.0,1.0,0.0,17.0,0.0,1.0,1.0,1.0,0.0,0.0,50.0,2.0,0.0
roller.csv,7.0,5.0,7.0,10.0,50.0,0.0,9.0,0.0,20.0,0.0,0.0,2.0,1.0,0.0,0.0,61.0,0.0,9.0
sumatrapdf.csv,16.0,1.0,16.0,9.0,15.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,215.0,8.0,1.0
synergyspace.csv,10.0,3.0,2.0,4.0,15.0,1.0,7.0,5.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,55.0,0.0
ultimairis.csv,19.0,7.0,5.0,23.0,12.0,2.0,5.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,166.0,11.0,1.0
voms.csv,5.0,3.0,0.0,0.0,0.0,51.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,38.0,55.0,2.0
