,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,379.0,98.5,292.5,336.0,99.0,97.5,97.5,751.0,99.0,96.5,98.5,99.0,380.0,395.5,196.0,97.5
betoffice.csv,87.5,97.5,391.5,285.5,99.0,196.0,97.5,616.5,679.5,96.5,98.5,99.0,1074.5,198.0,1411.0,97.5
bionote.csv,89.5,98.5,95.5,185.0,79.5,91.5,97.5,471.5,99.0,84.5,98.5,98.5,190.0,99.0,97.5,94.5
bnetd.csv,379.0,98.5,292.5,280.5,99.0,398.0,97.5,846.5,99.0,96.5,98.5,99.0,286.5,198.0,196.0,97.5
elvishrayrenderer.csv,91.5,91.5,95.5,379.0,97.5,97.5,97.5,186.0,565.0,94.5,98.5,94.5,948.5,197.5,196.0,97.5
emisview.csv,91.5,0.0,88.5,243.5,93.5,97.5,97.5,414.5,99.0,0.0,279.5,97.5,186.0,197.5,97.5,0.0
hazelcast.csv,284.5,98.5,95.5,379.0,97.5,196.0,97.5,566.0,99.0,96.5,98.5,99.0,1259.5,197.5,196.0,97.5
jitterbit.csv,379.0,98.5,178.0,185.0,295.5,196.0,94.5,371.0,99.0,192.0,375.0,98.5,282.5,198.0,196.0,94.5
jppf-project.csv,379.0,97.5,391.5,901.5,99.0,1728.5,95.5,1220.0,99.0,192.0,375.0,99.0,92.5,294.5,97.5,250.5
l2j.csv,379.0,98.5,89.5,379.0,97.5,97.5,97.5,188.0,99.0,94.5,186.0,98.5,380.0,198.0,194.0,97.5
megasquirtavr.csv,377.0,98.5,292.5,379.0,99.0,196.0,97.5,370.0,99.0,194.0,98.5,99.0,286.5,198.0,196.0,97.5
stajistics.csv,91.5,98.5,99.0,379.0,97.5,196.0,97.5,565.0,872.5,194.0,186.0,99.0,1090.5,99.0,274.5,97.5
trackit.csv,374.0,0.0,188.0,585.5,99.0,322.0,95.5,146.0,99.0,94.5,513.0,59.5,53.0,257.5,920.0,181.5
wxlua.csv,377.0,98.5,291.5,185.0,99.0,335.0,95.5,179.0,99.0,194.0,98.5,97.5,186.0,198.0,265.5,97.5
x4x.csv,185.0,98.5,391.5,285.5,99.0,97.5,97.5,1054.0,99.0,96.5,98.5,98.5,848.0,99.0,1141.5,97.5
xharbour.csv,282.5,98.5,293.0,185.0,292.5,1372.5,97.5,371.0,99.0,192.0,279.5,90.5,186.0,99.0,196.0,97.5
