,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.1,0.38,0.71,0.29,0.01,0.63,0.22
glelite.csv,0.0,0.0,0.17,0.0,0.0,0.05,0.0
moving-pictures.csv,0.54,0.37,0.41,0.69,0.15,0.3,0.36
plearn.csv,0.34,0.38,0.02,0.25,0.06,0.28,0.25
re2c.csv,0.23,0.86,0.2,0.6,0.3,0.76,0.27
rebecca-aiml.csv,0.18,0.0,0.59,0.52,0.34,0.78,0.44
xfce.csv,0.64,0.43,0.55,0.57,0.7,0.19,0.52
