,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.08,0.33,0.74,0.25,0.01,0.59,0.18
glelite.csv,1.0,1.0,1.0,1.0,0.98,0.98,1.0
moving-pictures.csv,0.51,0.33,0.37,0.68,0.12,0.26,0.31
plearn.csv,0.29,0.33,0.02,0.21,0.05,0.24,0.21
re2c.csv,0.19,0.83,0.17,0.64,0.26,0.76,0.23
rebecca-aiml.csv,0.15,0.0,0.83,0.5,0.3,0.76,0.39
xfce.csv,0.83,0.67,0.69,0.71,0.87,0.69,0.61
