,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.67,0.94,0.88,0.93,0.57,0.63,0.71,0.92,0.53,0.92,0.96,0.65,0.94,0.88,0.71,0.46
chaosrts.csv,0.31,0.39,0.48,0.4,0.55,0.36,0.37,0.39,0.36,0.35,0.53,0.47,0.39,0.45,0.4,0.36
dxengine.csv,0.67,0.7,0.52,0.67,0.56,0.74,0.84,0.95,0.65,0.59,0.69,0.83,0.65,0.96,0.45,0.78
e-bio-flow.csv,0.8,0.92,0.74,0.62,0.95,0.65,0.87,0.76,0.91,0.6,0.79,0.86,0.86,0.0,0.65,0.61
jbpm.csv,0.64,0.8,0.86,0.94,0.93,0.95,0.98,0.97,0.92,0.8,0.96,0.8,0.97,0.83,0.8,0.59
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.48,0.88,0.88,0.53,0.93,0.52,0.51,0.62,0.58,0.48,0.88,0.41,0.61,0.67,0.39,0.44
jmonkeyengine.csv,0.93,0.87,0.94,0.93,0.78,0.96,0.8,0.89,0.78,0.92,0.73,0.75,0.82,0.68,0.96,0.8
joustsim.csv,0.9,0.5,0.47,0.7,0.89,0.89,0.81,0.46,0.42,0.47,0.54,0.83,0.45,0.86,0.95,0.93
jsidplay2.csv,0.38,0.5,0.95,0.39,0.55,0.35,0.49,0.56,0.38,0.4,0.98,0.45,0.51,0.62,0.41,0.34
log4net.csv,0.5,0.0,0.0,0.0,0.0,0.67,0.88,0.67,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
piccolo2d.csv,0.45,0.6,0.5,0.0,0.0,0.92,0.54,0.67,0.67,0.66,0.0,0.75,0.0,0.5,0.56,0.0
reaper3d.csv,0.77,0.59,0.0,0.77,0.0,0.75,0.99,0.71,0.71,0.9,0.5,0.84,0.88,0.97,0.89,0.92
sblim.csv,0.86,0.88,0.0,0.5,0.78,0.91,0.96,0.97,0.67,0.86,0.5,0.0,0.0,0.67,0.89,0.8
thedata.csv,0.88,0.71,0.44,0.56,0.66,0.71,0.74,0.64,0.92,0.61,0.46,0.75,0.56,0.83,0.89,0.75
tmva.csv,0.47,0.44,0.47,0.53,0.51,0.41,0.43,0.47,0.38,0.41,0.53,0.49,0.44,0.63,0.39,0.38
