,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,2.0,0.0,77.0,0.0,23.0,16.0,30.0,133.0,1.0,6.0,0.0,24.0,4.0,67.0,1.0,3.0
chaosrts.csv,9.0,5.0,9.0,0.0,35.0,12.0,10.0,22.0,1.0,1.0,0.0,29.0,27.0,67.0,0.0,10.0
dxengine.csv,7.0,13.0,0.0,2.0,0.0,13.0,1.0,133.0,0.0,3.0,0.0,10.0,9.0,67.0,1.0,5.0
e-bio-flow.csv,3.0,1.0,7.0,2.0,6.0,9.0,1.0,30.0,3.0,0.0,0.0,5.0,15.0,67.0,1.0,2.0
jbpm.csv,19.0,78.0,4.0,3.0,0.0,20.0,0.0,133.0,0.0,0.0,1.0,2.0,13.0,67.0,0.0,13.0
jchassis.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,133.0,67.0,81.0,225.0,70.0,107.0,0.0,157.0,65.0
jmoney.csv,0.0,0.0,4.0,0.0,7.0,8.0,5.0,133.0,4.0,1.0,1.0,5.0,14.0,67.0,1.0,33.0
jmonkeyengine.csv,12.0,11.0,2.0,2.0,0.0,20.0,0.0,19.0,0.0,2.0,0.0,22.0,6.0,10.0,1.0,65.0
joustsim.csv,3.0,5.0,3.0,0.0,9.0,94.0,0.0,30.0,0.0,2.0,0.0,0.0,17.0,67.0,0.0,2.0
jsidplay2.csv,4.0,5.0,3.0,0.0,42.0,21.0,78.0,15.0,1.0,4.0,0.0,18.0,23.0,67.0,1.0,3.0
log4net.csv,0.0,78.0,77.0,78.0,105.0,0.0,1.0,0.0,67.0,81.0,225.0,70.0,107.0,67.0,157.0,65.0
piccolo2d.csv,17.0,5.0,77.0,0.0,105.0,0.0,1.0,0.0,2.0,1.0,0.0,25.0,107.0,67.0,2.0,65.0
reaper3d.csv,13.0,11.0,0.0,2.0,105.0,94.0,1.0,53.0,0.0,2.0,0.0,8.0,0.0,10.0,1.0,65.0
sblim.csv,2.0,1.0,77.0,0.0,0.0,2.0,8.0,133.0,67.0,0.0,0.0,70.0,107.0,67.0,2.0,9.0
thedata.csv,3.0,8.0,4.0,0.0,18.0,3.0,57.0,25.0,1.0,6.0,1.0,70.0,26.0,67.0,1.0,0.0
tmva.csv,9.0,3.0,6.0,1.0,0.0,30.0,1.0,27.0,0.0,1.0,0.0,30.0,26.0,7.0,2.0,10.0
