,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,1.0,1.0,0.63,0.76,0.78,0.11,0.31,0.74,0.82,0.85
atlc.csv,0.0,0.96,0.94,0.82,0.43,0.79,0.67,0.8,0.67,0.81
ipfilter.csv,0.93,0.85,0.95,0.93,0.91,0.78,0.84,0.0,0.85,0.82
jmol.csv,1.0,0.48,0.61,0.0,0.63,0.6,0.77,0.71,0.85,0.9
pfaedit.csv,0.85,0.73,0.03,0.54,0.5,0.53,0.45,0.78,0.62,0.74
rockbox.csv,0.79,0.74,0.72,0.74,0.63,0.78,0.77,0.73,0.69,0.0
snakeyaml.csv,1.0,1.26,0.89,0.69,0.07,0.75,0.79,0.93,0.88,0.92
theresa.csv,0.93,0.0,0.96,0.99,0.89,1.0,1.0,1.0,0.98,1.0
trinitycore.csv,1.0,0.48,0.84,0.77,0.72,0.92,0.62,0.71,0.09,0.95
wxcode.csv,1.0,0.34,0.85,0.94,0.81,0.93,0.0,0.96,0.86,1.0
