,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.91,0.96,0.43,0.82,0.36,0.92,0.38,0.5
atlc.csv,1.0,0.06,0.62,0.81,0.24,0.21,0.11,0.73,0.28,0.35
ipfilter.csv,0.48,0.05,0.6,0.79,0.1,0.2,0.07,1.0,0.26,0.36
jmol.csv,0.53,0.11,0.69,1.0,0.22,0.24,0.08,0.75,0.17,0.4
pfaedit.csv,1.0,0.06,0.98,0.94,0.27,0.32,0.29,0.79,0.34,0.71
rockbox.csv,0.55,0.06,0.62,0.8,0.18,0.16,0.09,0.7,0.26,1.0
snakeyaml.csv,0.59,0.0,0.44,0.83,1.0,0.17,0.08,0.67,0.16,0.26
theresa.csv,1.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.33,0.0
trinitycore.csv,0.0,0.11,0.69,0.81,0.14,0.11,0.14,0.82,1.0,0.17
wxcode.csv,0.0,0.4,0.8,1.0,0.83,0.33,1.0,1.0,0.53,0.0
