,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.1,0.06,0.04,0.04,0.05,0.12,0.05,0.09,0.09
atlc.csv,0.0,0.96,0.94,0.78,0.42,0.78,0.66,0.79,0.62,0.75
ipfilter.csv,0.79,0.78,0.94,0.91,0.81,0.77,0.72,0.0,0.85,0.78
jmol.csv,0.97,0.34,0.6,0.0,0.22,0.42,0.29,0.68,0.38,0.09
pfaedit.csv,0.0,0.3,0.03,0.13,0.22,0.26,0.13,0.16,0.29,0.06
rockbox.csv,0.34,0.32,0.34,0.52,0.3,0.4,0.28,0.53,0.44,0.0
snakeyaml.csv,1.0,0.76,0.4,0.39,0.0,0.48,0.74,0.89,0.59,0.72
theresa.csv,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0
trinitycore.csv,0.0,0.48,0.11,0.7,0.36,0.18,0.25,0.16,0.0,0.31
wxcode.csv,0.0,0.06,0.06,0.0,0.01,0.03,0.0,0.0,0.04,0.0
