,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.53,0.38,0.29,0.86,0.48,0.41,0.25,0.24
atlc.csv,1.0,0.11,0.76,0.79,0.38,0.34,0.19,0.79,0.4,0.46
ipfilter.csv,0.49,0.09,0.73,0.8,0.17,0.33,0.12,1.0,0.41,0.48
jmol.csv,0.62,0.18,0.77,1.0,0.28,0.33,0.13,0.78,0.2,0.17
pfaedit.csv,0.26,0.11,0.98,0.63,0.37,0.4,0.38,0.37,0.39,0.38
rockbox.csv,0.38,0.1,0.47,0.6,0.26,0.22,0.13,0.58,0.34,1.0
snakeyaml.csv,0.74,0.0,0.28,0.57,0.96,0.24,0.15,0.71,0.22,0.32
theresa.csv,0.14,1.0,0.07,0.02,0.19,0.0,0.0,0.0,0.03,0.0
trinitycore.csv,0.0,0.2,0.27,0.73,0.2,0.11,0.21,0.44,0.95,0.13
wxcode.csv,0.0,0.5,0.25,0.11,0.3,0.11,1.0,0.08,0.23,0.0
