,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.37,0.24,0.22,0.9,0.71,0.26,0.18,0.16
atlc.csv,1.0,1.0,0.98,0.77,0.89,0.9,0.86,0.87,0.73,0.68
ipfilter.csv,0.51,0.67,0.93,0.8,0.59,0.87,0.57,1.0,0.93,0.74
jmol.csv,0.76,0.67,0.87,1.0,0.41,0.57,0.29,0.83,0.24,0.11
pfaedit.csv,0.15,0.33,0.98,0.48,0.56,0.53,0.57,0.24,0.45,0.26
rockbox.csv,0.29,0.33,0.37,0.48,0.44,0.33,0.29,0.5,0.47,1.0
snakeyaml.csv,1.0,0.0,0.2,0.44,0.93,0.43,0.71,0.76,0.35,0.42
theresa.csv,0.07,1.0,0.04,0.01,0.11,0.0,0.0,0.0,0.02,0.0
trinitycore.csv,0.0,1.0,0.17,0.66,0.37,0.1,0.43,0.3,0.91,0.11
wxcode.csv,0.0,0.67,0.15,0.06,0.19,0.07,1.0,0.04,0.15,0.0
