,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,69.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
atlc.csv,0.0,47.0,1.0,1.0,6.0,11.0,2.0,0.0,21.0,12.0
ipfilter.csv,0.0,39.0,0.0,1.0,60.0,12.0,3.0,0.0,13.0,12.0
jmol.csv,0.0,17.0,6.0,0.0,21.0,18.0,22.0,0.0,19.0,1.0
pfaedit.csv,0.0,14.0,0.0,0.0,10.0,11.0,7.0,1.0,5.0,0.0
rockbox.csv,6.0,15.0,3.0,1.0,0.0,32.0,15.0,0.0,9.0,0.0
snakeyaml.csv,0.0,52.0,1.0,1.0,0.0,13.0,3.0,0.0,13.0,16.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,161.0,82.0,64.0,1.0,50.0
trinitycore.csv,69.0,23.0,2.0,1.0,26.0,9.0,17.0,1.0,0.0,8.0
wxcode.csv,69.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0
