,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.23,0.07,0.0,0.18,0.12,0.03,0.59,0.75,0.97,0.48,0.22,0.17,0.83,0.34,0.78,0.34,0.34,0.71,0.5
apolloplayer.csv,0.11,0.44,0.44,0.25,0.17,0.07,0.56,0.68,1.0,0.62,0.27,0.2,0.75,0.51,0.92,0.93,0.24,0.4,0.76
auber.csv,0.14,0.22,0.38,0.28,0.13,0.08,0.55,0.62,0.95,0.8,0.23,0.15,0.88,0.64,0.88,0.96,0.27,0.52,0.77
cortex-vfx.csv,0.19,0.3,0.41,0.15,0.2,0.12,0.63,0.66,0.96,0.68,0.17,0.29,0.81,0.49,0.78,0.9,0.4,0.8,1.0
growl-for-windows.csv,0.0,0.33,0.31,0.0,0.0,0.11,0.4,0.77,0.96,0.66,0.16,0.5,0.79,0.73,0.88,0.35,0.5,0.92,1.0
ifmo-game-1.csv,0.2,0.15,0.0,0.2,0.18,0.26,0.63,0.8,1.0,0.4,0.0,0.11,0.5,0.8,0.58,1.0,0.29,0.79,0.0
ildjit.csv,0.3,0.44,0.34,0.55,0.17,0.08,0.46,0.39,0.9,0.47,0.11,0.13,0.79,0.43,0.85,0.94,0.3,0.5,0.78
jfreereport.csv,0.42,0.43,0.57,0.11,0.25,0.07,0.64,0.48,0.94,0.84,0.17,0.31,0.95,0.67,0.88,0.54,0.43,0.71,1.0
keyczar.csv,0.06,0.0,0.35,0.0,0.0,0.0,0.34,0.08,0.83,0.2,0.25,0.0,0.88,0.38,0.65,0.0,0.0,0.65,0.75
moast.csv,0.11,0.21,0.44,0.23,0.13,0.06,0.53,0.61,0.94,0.48,0.25,0.19,0.76,0.34,0.92,0.99,0.16,0.55,0.73
opde.csv,0.2,0.25,0.56,0.15,0.2,0.12,0.53,0.78,0.98,0.56,0.19,0.2,0.85,0.52,0.88,0.94,0.23,0.7,0.78
openfrag.csv,0.18,0.28,0.45,0.13,0.13,0.11,0.65,0.81,0.98,0.69,0.22,0.19,1.0,0.49,0.92,0.89,0.25,0.81,0.88
passwordsafe.csv,0.18,0.36,0.47,0.15,0.16,0.1,0.75,0.9,0.98,0.75,0.27,0.29,0.5,0.61,0.97,0.92,0.25,0.71,0.83
ppcboot.csv,0.13,0.24,0.35,0.23,0.13,0.08,0.68,0.56,0.95,0.57,0.22,0.2,0.77,0.39,0.88,0.89,0.25,0.63,0.76
quark.csv,0.31,0.58,0.5,0.0,0.27,0.0,0.0,1.0,0.95,0.61,0.5,0.43,0.0,0.64,0.96,0.31,0.64,1.0,0.0
super-tux.csv,0.15,0.19,0.4,0.24,0.19,0.08,0.54,0.65,1.0,0.47,0.16,0.2,0.71,0.36,0.84,0.95,0.23,0.64,0.7
synergyspace.csv,0.2,0.37,0.55,0.13,0.13,0.09,0.64,0.56,1.0,0.66,0.36,0.18,0.72,0.57,0.94,1.0,0.27,0.56,0.79
wikipediardware.csv,0.13,0.22,0.35,0.14,0.13,0.08,0.52,0.55,0.94,0.61,0.23,0.2,0.79,0.37,0.85,0.89,0.24,0.68,0.93
xtreemfs.csv,0.15,0.34,0.58,0.18,0.22,0.08,0.59,0.81,0.99,0.55,0.29,0.33,0.75,0.54,0.95,0.95,0.28,0.78,0.74
