,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,1323.5,367.5,0.0,488.5,2994.5,2202.5,93.5,248.5,99.0,85.5,375.0,289.5,98.5,94.5,99.0,195.5,92.5,285.5,114.0
apolloplayer.csv,5302.5,195.0,96.5,291.5,1842.0,184.0,99.0,428.5,99.0,99.0,292.5,289.5,96.5,98.5,99.0,383.5,1954.0,345.0,95.5
auber.csv,1697.0,195.0,98.5,291.5,6964.5,846.5,99.0,1878.0,99.0,99.0,292.5,287.5,98.5,289.5,95.5,378.0,293.5,285.5,95.5
cortex-vfx.csv,821.5,96.5,728.0,95.5,198.0,275.5,288.5,799.5,96.5,99.0,474.0,289.5,96.5,98.5,98.5,489.5,478.5,151.0,95.5
growl-for-windows.csv,0.0,195.0,538.0,0.0,0.0,285.5,175.5,245.5,96.5,92.5,639.0,38.5,93.5,94.5,98.5,96.5,279.5,177.0,95.5
ifmo-game-1.csv,130.5,461.0,0.0,283.0,4067.5,278.5,99.0,70.5,96.5,96.5,393.0,191.0,63.0,94.5,97.5,34.5,475.5,270.5,0.0
ildjit.csv,155.0,96.5,98.5,442.5,574.0,211.5,288.5,1204.0,96.5,197.0,496.0,143.0,98.5,146.0,99.0,92.5,684.0,160.0,154.0
jfreereport.csv,169.0,96.5,98.5,427.5,959.0,373.0,288.5,1205.0,92.5,98.5,519.5,92.5,98.5,98.5,97.5,350.5,570.5,129.0,95.5
keyczar.csv,5257.0,0.0,98.5,3.5,0.0,197.5,289.5,1128.5,127.0,95.5,317.0,210.0,98.5,193.0,99.0,130.0,0.0,92.5,91.5
moast.csv,4181.0,96.5,96.5,488.5,2710.0,2357.0,99.0,899.5,99.0,99.0,292.5,289.5,98.5,191.0,99.0,289.0,4110.0,627.5,95.5
opde.csv,1333.5,96.5,83.5,95.5,5041.5,565.0,99.0,238.5,99.0,99.0,485.0,289.5,93.5,98.5,196.5,187.5,1372.5,448.5,95.5
openfrag.csv,1086.5,195.0,269.5,390.0,198.0,470.5,99.0,77.5,99.0,99.0,562.0,289.5,43.5,98.5,99.0,586.5,1469.5,262.5,95.5
passwordsafe.csv,821.0,94.5,269.5,95.5,198.0,465.5,94.5,77.5,99.0,99.0,292.5,289.5,67.5,98.5,99.0,391.5,672.5,456.5,93.5
ppcboot.csv,5732.5,195.0,96.5,488.5,198.0,1035.5,94.5,1868.0,99.0,99.0,292.5,289.5,88.5,98.5,99.0,685.5,967.0,188.0,95.5
quark.csv,918.5,168.0,177.5,0.0,99.0,67.5,0.0,42.5,96.5,92.5,17.5,289.5,0.0,98.5,98.5,156.0,203.5,28.5,0.0
super-tux.csv,4567.5,195.0,193.0,488.5,1259.5,1840.0,99.0,507.0,99.0,291.5,292.5,289.5,98.5,98.5,99.0,187.5,485.5,285.5,95.5
synergyspace.csv,1468.0,96.5,314.5,782.5,3487.5,461.5,384.0,1619.5,98.5,99.0,366.0,241.5,92.5,171.0,99.0,190.0,2017.5,188.0,95.5
wikipediardware.csv,5733.0,195.0,193.0,390.0,198.0,756.0,99.0,1605.5,99.0,99.0,292.5,289.5,96.5,98.5,99.0,685.5,1174.5,92.5,95.5
xtreemfs.csv,4335.5,96.5,236.0,390.0,2429.5,470.5,286.5,234.5,99.0,99.0,373.0,289.5,98.5,98.5,99.0,290.5,1061.5,279.5,95.5
