,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.67,0.57,0.98,0.88,0.97,0.91
mcmc-jags.csv,0.41,0.43,0.99,0.79,0.58,0.55
olap-navigator.csv,0.52,0.38,0.99,0.59,0.57,0.56
pidgin.csv,0.42,0.4,0.39,0.57,0.38,0.48
salasaga.csv,0.54,0.4,0.5,0.46,0.45,0.96
sepgsql.csv,0.5,0.0,0.96,0.0,0.0,0.0
