,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,178.0,97.5,96.5,188.0,94.5,197.5,98.5
glelite.csv,99.0,97.5,196.5,546.0,684.0,197.5,99.0
moving-pictures.csv,99.0,94.5,97.5,269.5,190.5,78.5,98.5
plearn.csv,99.0,97.5,184.0,358.0,95.5,98.5,99.0
re2c.csv,378.0,97.5,96.5,284.5,95.5,494.0,99.0
rebecca-aiml.csv,99.0,97.5,196.5,383.0,584.5,97.5,99.0
xfce.csv,99.0,97.5,196.5,288.5,683.0,197.5,99.0
