,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.03,0.14,0.33,0.35,0.14,0.3,0.0
glelite.csv,0.97,1.0,0.94,0.94,0.86,0.95,0.0
moving-pictures.csv,0.27,0.33,0.42,0.29,0.03,0.01,0.0
plearn.csv,0.4,0.71,0.23,0.48,0.08,0.91,0.67
re2c.csv,0.23,0.02,0.19,0.58,0.23,0.47,0.0
rebecca-aiml.csv,0.53,0.55,0.81,0.94,0.48,0.14,0.33
xfce.csv,0.57,0.76,0.75,0.84,0.39,0.61,0.33
