,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.08,0.67,0.7,0.61,0.11,0.8,0.33
glelite.csv,0.97,1.0,1.0,0.86,0.89,0.78,0.96
moving-pictures.csv,0.49,0.33,0.52,0.68,0.1,0.24,0.31
plearn.csv,0.69,0.5,0.07,0.25,0.18,0.52,0.59
re2c.csv,0.32,1.0,0.2,0.68,0.28,0.76,0.34
rebecca-aiml.csv,0.63,0.67,0.94,0.96,0.69,0.87,0.53
xfce.csv,0.68,0.5,0.69,0.75,0.67,0.87,0.73
