,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.59,0.85,0.65,0.66,0.74,1.2,0.5,0.34,0.95,0.73,0.56,0.7,0.59,1.24,0.55,0.7,0.61
codepurge.csv,0.64,1.0,0.65,0.72,0.75,0.81,0.77,0.66,0.86,0.59,0.4,0.62,0.77,0.9,0.68,0.83,0.67
crisscross.csv,0.98,1.0,0.37,0.89,0.7,0.98,0.83,1.0,1.02,0.9,0.66,0.96,0.93,0.98,1.0,0.78,0.9
elvishrayrenderer.csv,0.64,1.0,0.66,0.67,0.65,1.14,0.82,0.52,0.66,0.6,0.67,0.78,0.48,1.11,0.47,0.76,0.91
gisgraphy.csv,0.77,0.82,0.86,0.86,0.99,1.02,0.74,0.55,0.91,0.84,0.71,0.83,0.64,1.14,0.78,0.52,0.33
ivataopenportal.csv,0.68,1.0,0.82,0.67,0.42,1.14,0.81,1.04,0.7,0.93,1.0,1.0,0.69,0.98,0.5,0.92,0.86
lite.csv,0.94,1.0,0.91,0.96,0.8,1.05,0.89,0.92,0.78,0.41,0.96,0.61,0.77,1.0,0.94,0.71,1.02
mb-unit.csv,0.96,0.63,0.71,0.54,0.99,0.86,0.68,1.07,0.8,0.62,0.74,0.59,0.74,1.0,1.0,0.72,0.94
nova.csv,0.7,0.26,0.7,0.67,0.8,0.78,0.68,1.13,0.7,0.64,0.83,0.78,0.59,0.66,0.75,0.67,0.81
olex2.csv,0.62,0.63,0.57,0.54,0.91,1.02,0.75,0.94,0.52,0.81,0.86,0.38,0.87,0.99,0.73,0.78,0.95
openwbem.csv,0.48,0.85,0.6,0.66,0.83,0.39,0.78,0.56,0.54,0.7,0.8,0.58,0.77,0.93,0.57,0.48,0.59
stajistics.csv,0.89,0.94,1.0,0.63,0.62,0.75,0.57,1.02,0.86,0.62,0.63,0.84,0.38,0.99,0.84,0.98,0.77
uwom.csv,0.61,1.0,0.95,0.64,0.72,0.58,0.7,1.21,0.98,0.69,1.0,0.95,0.59,1.18,0.58,0.31,0.53
xcmetadataservicestoolkit.csv,0.71,0.87,0.93,0.63,0.89,0.88,0.64,1.05,0.42,0.82,0.78,0.58,0.81,0.9,0.53,0.94,0.98
