,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.59,0.18,0.56,0.65,0.33,0.0,0.7,0.71,0.35,0.51,0.64,0.55,0.64,0.0,0.62,0.62,0.67
codepurge.csv,0.57,0.0,0.66,0.33,0.33,0.54,0.33,0.39,0.46,0.55,0.69,0.56,0.27,0.36,0.65,0.49,0.47
crisscross.csv,0.09,0.0,0.72,0.4,0.59,0.09,0.49,0.0,0.0,0.35,0.45,0.17,0.27,0.09,0.0,0.57,0.36
elvishrayrenderer.csv,0.62,0.0,0.46,0.4,0.45,0.0,0.29,0.54,0.45,0.71,0.45,0.54,0.6,0.0,0.71,0.45,0.41
gisgraphy.csv,0.29,0.27,0.17,0.2,0.01,0.0,0.31,0.51,0.18,0.48,0.56,0.5,0.5,0.0,0.28,0.6,0.74
ivataopenportal.csv,0.62,0.0,0.51,0.64,0.71,0.0,0.52,0.0,0.61,0.27,0.0,0.0,0.65,0.09,0.71,0.3,0.45
lite.csv,0.07,0.0,0.12,0.05,0.27,0.0,0.13,0.1,0.29,0.72,0.05,0.52,0.27,0.0,0.11,0.4,0.2
mb-unit.csv,0.17,0.59,0.51,0.66,0.05,0.45,0.65,0.0,0.53,0.64,0.33,0.68,0.59,0.0,0.0,0.61,0.28
nova.csv,0.42,0.88,0.56,0.44,0.27,0.59,0.46,0.0,0.39,0.54,0.48,0.52,0.51,0.72,0.54,0.5,0.38
olex2.csv,0.56,0.69,0.58,0.56,0.34,0.0,0.41,0.07,0.56,0.24,0.2,0.73,0.16,0.05,0.33,0.28,0.21
openwbem.csv,0.62,0.18,0.47,0.47,0.5,0.89,0.28,0.5,0.55,0.37,0.25,0.61,0.31,0.27,0.59,0.58,0.62
stajistics.csv,0.41,0.31,0.0,0.46,0.5,0.62,0.56,0.0,0.46,0.67,0.59,0.42,0.75,0.05,0.49,0.2,0.48
uwom.csv,0.52,0.0,0.06,0.51,0.38,0.78,0.37,0.0,0.33,0.61,0.0,0.06,0.63,0.0,0.65,0.8,0.54
xcmetadataservicestoolkit.csv,0.43,0.42,0.39,0.52,0.39,0.41,0.55,0.0,0.73,0.24,0.46,0.61,0.27,0.36,0.67,0.26,0.33
