,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.42,0.02,0.49,0.64,0.21,0.66,0.42,0.0,0.87,0.56,0.46,0.58,0.51,0.73,0.39,0.68,0.56
codepurge.csv,0.49,0.07,0.62,0.12,0.25,0.81,0.3,0.0,0.8,0.37,0.23,0.42,0.04,0.9,0.67,0.73,0.4
crisscross.csv,0.98,1.0,0.23,0.87,0.64,0.98,0.82,1.0,1.0,0.9,0.32,0.96,0.93,0.98,1.0,0.78,0.9
elvishrayrenderer.csv,0.57,0.07,0.34,0.17,0.28,0.54,0.33,0.0,0.33,0.59,0.34,0.7,0.22,0.48,0.39,0.52,0.83
gisgraphy.csv,0.15,0.3,0.1,0.22,0.01,0.2,0.12,0.0,0.33,0.83,0.6,0.79,0.36,0.55,0.17,0.3,0.19
ivataopenportal.csv,0.64,1.0,0.82,0.64,0.3,0.54,0.79,1.0,0.67,0.93,1.0,1.0,0.68,0.98,0.44,0.92,0.85
lite.csv,0.03,0.0,0.11,0.07,0.21,0.31,0.09,0.0,0.2,0.32,0.04,0.35,0.04,0.03,0.22,0.32,0.6
mb-unit.csv,0.96,0.5,0.52,0.44,0.99,0.86,0.67,1.0,0.8,0.56,0.23,0.55,0.71,1.0,1.0,0.7,0.92
nova.csv,0.32,0.25,0.59,0.29,0.2,0.78,0.36,1.0,0.27,0.44,0.77,0.68,0.26,0.66,0.67,0.43,0.5
olex2.csv,0.42,0.61,0.38,0.26,0.9,0.19,0.42,0.0,0.2,0.12,0.23,0.25,0.09,0.99,0.17,0.19,0.48
openwbem.csv,0.27,0.07,0.19,0.34,0.78,0.39,0.18,0.0,0.27,0.22,0.08,0.44,0.25,0.93,0.39,0.11,0.46
stajistics.csv,0.86,0.91,1.0,0.24,0.31,0.75,0.33,1.0,0.8,0.59,0.51,0.62,0.3,0.99,0.83,0.95,0.58
uwom.csv,0.33,0.0,0.01,0.39,0.29,0.58,0.21,1.0,0.87,0.63,0.05,0.07,0.49,0.62,0.5,0.25,0.19
xcmetadataservicestoolkit.csv,0.39,0.68,0.8,0.37,0.88,0.88,0.45,1.0,0.33,0.17,0.56,0.45,0.26,0.9,0.44,0.56,0.75
