,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.07,0.04,0.34,0.0,1.0,0.57,0.32,0.06,0.12,0.11,0.2,0.29,0.26,0.26,0.14,0.07
codeblocks.csv,0.33,1.0,0.14,0.35,0.14,0.83,0.86,0.18,0.88,0.78,0.4,0.81,0.87,0.03,0.25,0.55
grisbi.csv,0.81,0.66,0.8,0.81,0.81,0.97,1.0,0.68,0.38,0.78,0.8,0.54,0.53,0.68,0.67,0.74
libmesh.csv,0.4,0.12,0.57,0.58,0.48,0.07,0.21,0.28,1.0,0.11,0.4,0.27,0.35,0.97,0.33,0.41
mesa3d.csv,0.29,0.43,0.23,0.12,0.14,0.3,0.2,0.4,0.54,0.44,0.4,0.29,0.39,0.32,0.19,0.93
panda3d.csv,0.1,0.16,0.2,0.28,0.19,0.33,0.15,0.07,0.12,0.11,0.2,0.94,0.55,0.32,0.17,0.09
proftp.csv,0.26,0.22,0.37,0.3,0.33,0.9,0.2,0.19,0.15,0.11,0.4,0.42,0.08,0.23,0.11,0.2
qmmp.csv,0.69,0.5,0.54,0.65,0.86,0.5,0.62,0.55,0.81,0.44,0.6,0.58,0.57,0.52,0.95,0.74
red5.csv,0.52,0.38,0.63,1.0,0.38,0.1,0.26,0.48,0.5,0.44,0.4,0.44,0.51,0.29,0.33,0.7
soar.csv,0.88,0.9,0.94,0.98,0.9,0.9,0.97,0.82,0.96,1.0,1.0,0.85,0.9,0.94,0.95,0.9
super-tux.csv,0.88,0.99,0.66,0.79,1.0,1.0,1.0,0.76,1.0,1.0,1.0,0.98,1.0,0.06,1.0,1.0
t-2.csv,0.24,0.48,0.26,0.16,0.33,0.37,0.12,0.96,0.38,1.0,0.4,0.52,0.42,0.32,0.21,0.12
tart.csv,0.0,0.02,0.0,0.0,0.0,0.13,0.09,0.0,0.04,0.0,1.0,0.0,0.05,0.1,0.03,0.0
tcvp.csv,0.14,0.34,0.29,0.35,0.29,0.2,0.17,0.05,0.12,1.0,0.4,0.33,0.24,0.35,0.49,0.17
utgb.csv,0.21,0.45,1.0,0.56,0.43,0.5,0.42,0.06,0.38,0.33,0.4,0.42,0.49,0.52,0.44,0.61
xbrlapi.csv,0.93,0.25,0.29,0.56,0.52,0.27,0.52,0.24,0.38,0.56,0.4,0.46,0.45,0.32,0.4,0.68
