,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.83,0.8,0.93,0.0,0.86,0.46,0.64,0.99,0.64,0.88,0.93,0.63,0.77,0.5,0.92,0.97
codeblocks.csv,0.6,0.44,0.71,0.62,0.73,0.38,0.35,0.99,0.52,0.36,0.56,0.47,0.45,0.0,0.78,0.51
grisbi.csv,0.34,0.4,0.34,0.31,0.39,0.33,0.32,0.42,0.36,0.38,0.35,0.42,0.46,0.29,0.41,0.36
libmesh.csv,0.69,0.96,0.65,0.45,0.63,0.93,0.95,0.74,0.84,0.89,0.96,0.85,0.92,0.36,0.59,0.47
mesa3d.csv,0.85,0.71,0.92,0.88,0.93,0.83,0.96,0.68,0.89,0.46,0.84,0.77,0.76,0.65,0.95,0.79
panda3d.csv,0.88,0.96,0.92,0.84,0.94,0.56,0.9,0.99,0.91,0.0,0.82,0.76,0.77,0.7,0.94,0.98
proftp.csv,0.76,0.78,0.57,0.64,0.8,0.46,0.86,0.76,0.5,0.88,0.85,0.6,0.88,0.62,0.94,0.97
qmmp.csv,0.39,0.59,0.48,0.38,0.48,0.39,0.4,0.48,0.53,0.48,0.38,0.57,0.51,0.43,0.53,0.53
red5.csv,0.47,0.76,0.49,0.44,0.66,0.94,0.85,0.54,0.67,0.44,0.5,0.62,0.62,0.68,0.74,0.52
soar.csv,0.39,0.44,0.38,0.32,0.47,0.43,0.36,0.46,0.53,0.39,0.36,0.47,0.49,0.55,0.43,0.49
super-tux.csv,0.38,0.41,0.35,0.32,0.44,0.4,0.35,0.39,0.49,0.36,0.34,0.44,0.44,0.67,0.4,0.45
t-2.csv,0.95,0.65,0.69,0.93,0.96,0.52,0.95,0.99,0.88,0.4,0.74,0.76,0.71,0.62,0.95,0.96
tart.csv,0.0,0.67,0.0,0.0,0.0,0.88,0.83,0.75,0.5,0.67,0.8,0.67,0.8,0.88,0.89,0.0
tcvp.csv,0.92,0.82,0.92,0.65,0.92,0.89,0.91,0.96,0.91,0.89,0.94,0.8,0.88,0.71,0.67,0.98
utgb.csv,0.77,0.61,0.54,0.48,0.69,0.65,0.62,0.99,0.76,0.6,0.61,0.65,0.58,0.37,0.69,0.53
xbrlapi.csv,0.53,0.75,0.68,0.42,0.65,0.71,0.46,0.63,0.62,0.6,0.5,0.65,0.61,0.58,0.75,0.49
