,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.12,0.08,0.49,0.0,1.0,0.61,0.48,0.06,0.15,0.12,0.1,0.33,0.41,0.3,0.24,0.1
codeblocks.csv,0.42,1.0,0.2,0.47,0.13,0.59,0.87,0.2,0.55,0.18,0.09,0.43,0.91,0.06,0.31,0.33
grisbi.csv,0.64,0.74,0.64,0.67,0.41,0.71,1.0,0.18,0.31,0.23,0.12,0.43,0.68,0.58,0.58,0.4
libmesh.csv,0.46,0.2,0.58,0.62,0.34,0.09,0.32,0.13,0.91,0.05,0.14,0.3,0.5,0.7,0.32,0.34
mesa3d.csv,0.39,0.55,0.33,0.2,0.17,0.37,0.29,0.22,0.46,0.13,0.11,0.28,0.56,0.42,0.29,0.88
panda3d.csv,0.16,0.26,0.29,0.39,0.22,0.43,0.26,0.07,0.16,0.2,0.05,0.96,0.69,0.39,0.28,0.1
proftp.csv,0.37,0.35,0.45,0.4,0.3,0.93,0.32,0.12,0.17,0.12,0.16,0.44,0.15,0.32,0.18,0.27
qmmp.csv,0.62,0.61,0.58,0.67,0.34,0.52,0.73,0.2,0.51,0.13,0.1,0.43,0.71,0.52,0.98,0.31
red5.csv,0.47,0.49,0.63,1.0,0.23,0.13,0.37,0.23,0.42,0.13,0.07,0.38,0.67,0.36,0.4,0.29
soar.csv,0.63,0.83,0.69,0.74,0.33,0.59,0.9,0.2,0.54,0.21,0.1,0.43,0.92,0.97,0.66,0.35
super-tux.csv,0.65,0.85,0.61,0.68,0.35,0.62,0.9,0.27,0.53,0.2,0.1,0.47,1.0,0.12,0.67,0.35
t-2.csv,0.32,0.58,0.35,0.24,0.3,0.43,0.19,0.96,0.4,0.22,0.1,0.42,0.59,0.36,0.31,0.17
tart.csv,0.0,0.03,0.0,0.0,0.0,0.21,0.17,0.0,0.07,0.0,1.0,0.0,0.1,0.15,0.06,0.0
tcvp.csv,0.22,0.48,0.42,0.45,0.26,0.31,0.29,0.08,0.16,1.0,0.19,0.34,0.38,0.46,0.53,0.22
utgb.csv,0.28,0.58,1.0,0.63,0.3,0.49,0.59,0.05,0.36,0.18,0.11,0.37,0.65,0.48,0.47,0.37
xbrlapi.csv,0.95,0.38,0.35,0.55,0.32,0.36,0.66,0.14,0.38,0.19,0.08,0.41,0.62,0.4,0.53,0.31
