,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.08,0.0,0.06,0.0,0.0,0.24,0.07,0.12,0.24,0.09,0.16,0.22,0.2,0.56,0.06,0.1
codeblocks.csv,0.28,0.03,0.29,0.21,0.29,0.81,0.57,0.09,0.76,0.84,0.44,0.89,0.8,0.0,0.39,0.48
grisbi.csv,0.78,0.33,0.81,0.9,0.56,0.62,0.0,0.83,0.63,0.61,0.66,0.44,0.2,0.8,0.66,0.54
libmesh.csv,0.38,0.26,0.45,0.45,0.35,0.35,0.5,0.42,0.11,0.36,0.24,0.24,0.8,1.0,0.76,0.27
mesa3d.csv,0.2,0.41,0.16,0.1,0.15,0.24,0.71,0.31,0.46,0.68,0.33,0.36,0.0,0.28,0.11,0.05
panda3d.csv,0.1,0.15,0.19,0.24,0.15,0.16,0.0,0.12,0.17,0.0,0.37,0.01,0.8,0.4,0.1,0.17
proftp.csv,0.15,0.05,0.32,0.31,0.22,0.03,0.07,0.26,0.35,0.09,0.2,0.21,0.0,0.24,0.16,0.07
qmmp.csv,0.55,0.41,0.39,0.41,0.85,0.35,0.43,0.53,0.78,0.68,0.56,0.5,0.4,0.56,0.0,0.82
red5.csv,0.72,0.49,0.42,0.0,0.52,0.38,0.64,0.38,0.5,0.68,0.58,0.4,0.2,0.4,0.35,0.83
soar.csv,0.95,0.82,0.87,1.0,0.94,0.92,0.93,0.88,0.89,0.92,0.97,0.96,1.0,0.0,0.95,0.87
super-tux.csv,0.85,1.0,0.55,0.79,0.99,1.0,1.0,0.54,1.0,1.0,0.99,1.0,0.0,0.04,0.98,1.0
t-2.csv,0.25,0.56,0.23,0.28,0.22,0.27,0.79,0.0,0.3,0.86,0.36,0.43,0.0,0.56,0.15,0.07
tart.csv,0.02,0.03,0.0,0.03,0.0,0.11,0.0,0.01,0.02,0.04,0.0,0.03,0.0,0.2,0.11,0.0
tcvp.csv,0.15,0.23,0.1,0.28,0.24,0.08,0.0,0.03,0.17,0.0,0.16,0.27,0.4,0.24,0.37,0.11
utgb.csv,0.32,0.31,0.0,0.31,0.38,0.43,0.07,0.21,0.41,0.3,0.33,0.37,0.4,0.76,0.44,0.46
xbrlapi.csv,0.02,0.18,0.39,0.72,0.46,0.16,0.21,0.29,0.35,0.51,0.47,0.36,0.4,0.36,0.11,0.75
