,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,1.0,0.0,0.0,71.0,0.0,0.0,0.0,55.0,0.0,5.0,2.0,0.0,0.0,3.0,1.0,13.0
codeblocks.csv,1.0,0.0,0.0,0.0,1.0,3.0,3.0,26.0,0.0,11.0,5.0,3.0,0.0,0.0,7.0,1.0
grisbi.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,1.0
libmesh.csv,0.0,5.0,2.0,0.0,0.0,2.0,0.0,88.0,0.0,23.0,5.0,1.0,0.0,0.0,10.0,8.0
mesa3d.csv,0.0,1.0,1.0,0.0,0.0,2.0,0.0,114.0,0.0,12.0,8.0,0.0,0.0,0.0,1.0,0.0
panda3d.csv,0.0,0.0,1.0,0.0,7.0,2.0,0.0,3.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,9.0
proftp.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
qmmp.csv,0.0,4.0,1.0,1.0,0.0,4.0,0.0,52.0,0.0,30.0,17.0,3.0,0.0,1.0,0.0,2.0
red5.csv,0.0,0.0,0.0,0.0,0.0,9.0,3.0,45.0,0.0,11.0,36.0,1.0,0.0,1.0,3.0,8.0
soar.csv,0.0,5.0,2.0,0.0,0.0,2.0,0.0,87.0,0.0,18.0,12.0,3.0,0.0,0.0,2.0,2.0
super-tux.csv,0.0,5.0,0.0,1.0,0.0,2.0,0.0,30.0,0.0,19.0,11.0,3.0,0.0,0.0,2.0,2.0
t-2.csv,0.0,4.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0,16.0,5.0,3.0,0.0,0.0,2.0,6.0
tart.csv,81.0,1.0,65.0,71.0,100.0,2.0,0.0,818.0,1.0,82.0,0.0,154.0,0.0,2.0,4.0,322.0
tcvp.csv,2.0,4.0,0.0,1.0,2.0,2.0,0.0,10.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0
utgb.csv,0.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,0.0,10.0,19.0,1.0,0.0,0.0,8.0,7.0
xbrlapi.csv,0.0,3.0,1.0,0.0,3.0,2.0,2.0,85.0,1.0,14.0,31.0,3.0,0.0,0.0,0.0,8.0
