,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.39,0.43,0.43,0.52,0.64,0.57,0.49
encog-java.csv,0.6,0.95,0.67,0.97,0.61,0.52,0.9
h2database.csv,0.59,0.6,0.86,0.46,0.95,0.61,0.94
haphazard.csv,0.64,0.77,0.5,0.75,0.81,0.76,0.71
jaql.csv,0.4,0.42,0.54,0.51,0.5,0.48,0.5
raven-monitoring.csv,0.72,0.54,0.58,0.66,0.97,0.41,0.95
v8.csv,0.99,0.74,0.42,0.48,0.59,0.42,0.49
