,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.77,0.69,0.29,0.58,0.58
empyrean.csv,0.85,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.65,0.55,0.33,0.43,0.58
nutz.csv,0.61,0.39,0.56,0.43,0.46
yafdotnet.csv,0.75,0.71,0.58,0.65,0.55
